code,pubDate,statDate,roeAvg,npMargin,gpMargin,netProfit,epsTTM,MBRevenue,totalShare,liqaShare
sh.600111,2016-08-19,2016-06-30,0.003775,0.010162,0.223580,22540738.880000,0.026508,2115432101.670000,3633066000.00,3633066000.00
sh.600111,2016-10-22,2016-09-30,0.004148,0.006622,0.200313,23609285.450000,0.016112,,3633066000.00,3633066000.00
sh.600111,2017-04-15,2016-12-31,0.010936,0.015701,0.215463,80279445.670000,0.025002,4894975164.750000,3633066000.00,3633066000.00
sh.600111,2017-04-28,2017-03-31,0.008935,0.050875,0.168032,98139339.260000,0.043666,,3633066000.00,3633066000.00
sh.600111,2017-08-18,2017-06-30,0.013348,0.054194,0.193442,220862274.380000,0.047218,4075379114.650000,3633066000.00,3633066000.00
sh.600111,2017-10-28,2017-09-30,0.040820,0.091637,0.208762,650017349.410000,0.111645,,3633066000.00,3633066000.00
sh.600111,2018-04-20,2017-12-31,0.046824,0.068279,0.183425,696712840.580000,0.110468,10141401035.460000,3633066000.00,3633066000.00
sh.600111,2018-04-28,2018-03-31,0.012265,0.051633,0.153404,155911027.830000,0.119979,,3633066000.00,3633066000.00
sh.600111,2018-08-24,2018-06-30,0.024525,0.051534,0.156499,293421518.660000,0.139582,5693751984.070000,3633066000.00,3633066000.00
sh.600111,2018-10-20,2018-09-30,0.042341,0.047978,0.143765,446988371.790000,0.118802,,3633066000.00,3633066000.00
sh.600111,2019-04-20,2018-12-31,0.064611,0.041491,0.144956,578991426.790000,0.160688,13827702673.800000,3633066000.00,3633066000.00
sh.600111,2019-04-30,2019-03-31,0.012849,0.029089,0.103843,115044191.610000,0.163588,,3633066000.00,3633066000.00
sh.600111,2019-08-24,2019-06-30,0.028631,0.028803,0.112643,245378262.440000,0.173981,8519220200.460000,3633066000.00,3633066000.00
sh.600111,2019-10-26,2019-09-30,0.049156,0.033455,0.105763,471200759.530000,0.183199,,3633066000.00,3633066000.00
sh.600111,2020-04-28,2019-12-31,0.065528,0.035393,0.114002,640323241.950000,0.169635,17991615747.690000,3633066000.00,3633066000.00
sh.600111,2020-04-30,2020-03-31,0.015015,0.035996,0.097698,164121069.330000,0.176582,,3633066000.00,3633066000.00
sh.600111,2020-08-25,2020-06-30,0.033692,0.033059,0.105230,317711663.490000,0.186737,9610566400.000000,3633066000.00,3633066000.00
sh.600111,2020-10-27,2020-09-30,0.051676,0.034616,0.106793,537551270.840000,0.182492,,3633066000.00,3633066000.00
sh.600111,2021-04-15,2020-12-31,0.082956,0.042650,0.117372,906146027.510000,0.229179,21158091363.960000,3633066000.00,3633066000.00
sh.600111,2021-04-29,2021-03-31,0.071181,0.136757,0.218710,871505909.720000,0.402620,,3633066000.00,3633066000.00
sh.600111,2021-08-27,2021-06-30,0.180107,0.151538,0.243268,2230684279.500000,0.696222,14720305700.000000,3633066000.00,3633066000.00
sh.600111,2021-10-21,2021-09-30,0.264130,0.144274,0.227538,3475707258.110000,0.950287,,3633066000.00,3633066000.00
sh.600111,2022-04-15,2021-12-31,0.398066,0.184486,0.278367,5609931567.420000,1.412042,30061067957.060000,3633066000.00,3633066000.00
sh.600111,2022-04-28,2022-03-31,0.096589,0.186370,0.287290,1828226231.880000,1.613409,,3633066000.00,3633066000.00
sh.600111,2022-08-26,2022-06-30,0.193649,0.178337,0.267472,3589707187.440000,1.712408,20128808600.000000,3633066000.00,3633066000.00
sh.600111,2022-10-21,2022-09-30,0.274050,0.183765,0.290670,5145054765.760000,1.820041,,3633066000.00,3633066000.00
sh.600111,2023-04-22,2022-12-31,0.340184,0.170635,0.277902,6357871497.910000,1.655197,37090072244.660000,3615065842.00,3615065842.00
sh.600111,2023-04-29,2023-03-31,0.045424,0.102411,0.155733,945392568.290000,1.479208,,3615065842.00,3615065842.00
sh.600115,2013-04-27,2013-03-31,-0.005668,-0.008130,0.071107,-167957000.000000,0.268805,,11276538860.00,7782213860.00
sh.600115,2013-08-31,2013-06-30,0.029758,0.016124,0.078054,668810000.000000,0.252346,38421208000.000000,12674268860.00,7782213860.00
sh.600115,2013-10-30,2013-09-30,0.133771,0.053505,0.119240,3590855000.000000,0.269973,,12674268860.00,7782213860.00
sh.600115,2014-03-27,2013-12-31,0.099016,0.023819,0.087157,2096285000.000000,0.187469,81194992000.000000,12674268860.00,7782213860.00
sh.600115,2014-04-30,2014-03-31,-0.008365,-0.011148,0.084549,-243000000.000000,0.181631,,12674268860.00,7782213860.00
sh.600115,2014-08-30,2014-06-30,0.000570,0.001080,0.077951,46000000.000000,0.139340,39617000000.000000,12674268860.00,7782213860.00
sh.600115,2014-10-30,2014-09-30,0.080350,0.031120,0.108096,2139000000.000000,0.080639,,12674268860.00,7782213860.00
sh.600115,2015-03-28,2014-12-31,0.130637,0.039523,0.112551,3547000000.000000,0.269601,83147000000.000000,12674268860.00,7782213860.00
sh.600115,2015-04-30,2015-03-31,0.054979,0.078730,0.178493,1763000000.000000,0.409175,,12674268860.00,7782213860.00
sh.600115,2015-08-15,2015-06-30,0.120904,0.087089,0.166347,3859000000.000000,0.549618,40874000000.000000,12674268860.00,7782213860.00
sh.600115,2015-10-28,2015-09-30,0.168512,0.080958,0.202854,5826000000.000000,0.509278,,13140178860.00,7782213860.00
sh.600115,2016-03-31,2015-12-31,0.144542,0.053781,0.177934,5047000000.000000,0.345581,86331000000.000000,13140178860.00,7782213860.00
sh.600115,2016-04-29,2016-03-31,0.071588,0.120294,0.212714,2831000000.000000,0.424576,,13140178860.00,7782213860.00
sh.600115,2016-08-31,2016-06-30,0.078927,0.076254,0.185552,3533000000.000000,0.290995,42839000000.000000,14467585682.00,8481078860.00
sh.600115,2016-10-28,2016-09-30,0.156484,0.096329,0.206052,7264000000.000000,0.407877,,14467585682.00,8481078860.00
sh.600115,2017-03-31,2016-12-31,0.109520,0.050375,0.162064,4965000000.000000,0.311593,91064000000.000000,14467585682.00,8481078860.00
sh.600115,2017-04-28,2017-03-31,0.057920,0.121617,0.124389,2984000000.000000,0.326523,,14467585682.00,8481078860.00
sh.600115,2017-08-30,2017-06-30,0.087939,0.096356,0.112432,4627000000.000000,0.388593,48020000000.000000,14467585682.00,8481078860.00
sh.600115,2017-10-27,2017-09-30,0.155596,0.109619,0.153048,8496000000.000000,0.395989,,14467585682.00,9808485682.00
sh.600115,2018-03-30,2017-12-31,0.126670,0.067046,0.112425,6820000000.000000,0.439050,96753000000.000000,14467585682.00,9808485682.00
sh.600115,2018-04-27,2018-03-31,0.036557,0.080664,0.119239,2158000000.000000,0.381335,,14467585682.00,9808485682.00
sh.600115,2018-08-31,2018-06-30,0.041988,0.046048,0.121881,2506000000.000000,0.296387,54422000000.000000,14467585682.00,9808485682.00
sh.600115,2018-10-27,2018-09-30,0.080890,0.056192,0.153156,4938000000.000000,0.202314,,14467585682.00,9808485682.00
sh.600115,2019-03-30,2018-12-31,0.049765,0.025589,0.108962,2941000000.000000,0.187246,114930000000.000000,14467585682.00,9808485682.00
sh.600115,2019-04-30,2019-03-31,0.035908,0.072206,0.140884,2170000000.000000,0.188836,,14467585682.00,9808485682.00
sh.600115,2019-08-31,2019-06-30,0.034765,0.036302,0.111578,2134000000.000000,0.163745,56382000000.000000,14467585682.00,9808485682.00
sh.600115,2019-10-30,2019-09-30,0.070589,0.051188,0.145942,4781000000.000000,0.157880,,16379509203.00,9808485682.00
sh.600115,2020-04-01,2019-12-31,0.052150,0.028818,0.113023,3483000000.000000,0.195061,116602000000.000000,16379509203.00,9808485682.00
sh.600115,2020-04-30,2020-03-31,-0.060832,-0.271192,-0.200078,-4191000000.000000,-0.167526,,16379509203.00,9808485682.00
sh.600115,2020-08-29,2020-06-30,-0.137881,-0.361017,-0.292730,-9072000000.000000,-0.445068,25129000000.000000,16379509203.00,9808485682.00
sh.600115,2020-10-31,2020-09-30,-0.147415,-0.228865,-0.203593,-9681000000.000000,-0.627430,,16379509203.00,9808485682.00
sh.600115,2021-03-31,2020-12-31,-0.195989,-0.214090,-0.207439,-12554000000.000000,-0.722549,56229000000.000000,16379509203.00,9808485682.00
sh.600115,2021-04-30,2021-03-31,-0.073226,-0.307055,-0.331467,-4113000000.000000,-0.714734,,16379509203.00,9808485682.00
sh.600115,2021-08-31,2021-06-30,-0.102250,-0.155517,-0.142380,-5398000000.000000,-0.519002,33466000000.000000,16379509203.00,9808485682.00
sh.600115,2021-10-30,2021-09-30,-0.165059,-0.163425,-0.132169,-8580000000.000000,-0.664977,,16379509203.00,9808485682.00
sh.600115,2022-03-31,2021-12-31,-0.231809,-0.197894,-0.192382,-13284000000.000000,-0.647119,64529000000.000000,18874440078.00,9808485682.00
sh.600115,2022-04-30,2022-03-31,-0.163344,-0.652902,-0.515594,-8269000000.000000,-0.856661,,18874440078.00,9808485682.00
sh.600115,2022-08-31,2022-06-30,-0.445650,-1.032035,-0.754624,-19974000000.000000,-1.363855,18271000000.000000,18874440078.00,9808485682.00
sh.600115,2022-10-31,2022-09-30,-0.752338,-0.834979,-0.571269,-29934000000.000000,-1.704315,,18874440078.00,11202731426.00
sh.600115,2023-03-31,2022-12-31,-0.929387,-0.865303,-0.617814,-39900000000.000000,-1.980774,46111000000.000000,18874440078.00,11202731426.00
sh.600115,2023-04-29,2023-03-31,-0.140092,-0.179642,-0.086339,-3999000000.000000,-1.499644,,22291296570.00,11202731426.00
sh.600132,2013-04-23,2013-03-31,0.026694,0.041001,0.430858,28674455.200000,0.335109,,483971198.00,483971198.00
sh.600132,2013-08-31,2013-06-30,0.075903,0.058571,0.441812,98024948.200000,0.342399,1622342013.610000,483971198.00,483971198.00
sh.600132,2013-10-24,2013-09-30,0.141955,0.072958,0.462586,207060614.330000,0.416945,,483971198.00,483971198.00
sh.600132,2014-04-09,2013-12-31,0.105111,0.030021,0.452466,101676321.790000,0.327992,3282837272.570000,483971198.00,483971198.00
sh.600132,2014-04-30,2014-03-31,0.016755,0.025711,0.423594,17088202.650000,0.298545,,483971198.00,483971198.00
sh.600132,2014-08-30,2014-06-30,0.072152,0.063901,0.464236,98137386.490000,0.324656,1498932241.660000,483971198.00,483971198.00
sh.600132,2014-10-31,2014-09-30,0.108415,0.041332,0.475741,108830254.810000,0.206244,,483971198.00,483971198.00
sh.600132,2015-04-10,2014-12-31,0.052236,-0.009942,0.445971,-31502221.080000,0.151735,3083414695.160000,483971198.00,483971198.00
sh.600132,2015-04-29,2015-03-31,0.017156,0.011164,0.361138,7863433.360000,0.143793,,483971198.00,483971198.00
sh.600132,2015-08-29,2015-06-30,0.064810,0.029531,0.393997,49705262.810000,0.100799,1683154719.640000,483971198.00,483971198.00
sh.600132,2015-10-29,2015-09-30,0.130941,0.048984,0.394596,137323715.820000,0.177340,,483971198.00,483971198.00
sh.600132,2016-04-09,2015-12-31,-0.054323,-0.046198,0.369246,-153552020.770000,-0.135707,3237222526.210000,483971198.00,483971198.00
sh.600132,2016-04-29,2016-03-31,0.021847,0.020870,0.345998,15318821.720000,-0.129265,,483971198.00,483971198.00
sh.600132,2016-08-27,2016-06-30,0.086076,0.058311,0.392070,95410963.350000,-0.102574,1601732902.270000,483971198.00,483971198.00
sh.600132,2016-10-28,2016-09-30,0.215201,0.102670,0.409579,276027007.570000,0.053278,,483971198.00,483971198.00
sh.600132,2017-04-14,2016-12-31,0.152650,0.043787,0.393072,139941169.250000,0.373969,3099226413.580000,483971198.00,483971198.00
sh.600132,2017-04-28,2017-03-31,0.038393,0.063540,0.361675,46791686.580000,0.421357,,483971198.00,483971198.00
sh.600132,2017-08-26,2017-06-30,0.144787,0.108198,0.400625,172045174.690000,0.505079,1544571721.770000,483971198.00,483971198.00
sh.600132,2017-10-28,2017-09-30,0.264614,0.126770,0.404786,340627452.720000,0.482417,,483971198.00,483971198.00
sh.600132,2018-04-14,2017-12-31,0.275285,0.102699,0.393479,326122335.040000,0.680750,3083239936.800000,483971198.00,483971198.00
sh.600132,2018-04-28,2018-03-31,0.062894,0.105765,0.350422,85960399.220000,0.737402,,483971198.00,483971198.00
sh.600132,2018-08-24,2018-06-30,0.195229,0.132820,0.394065,234239052.850000,0.780159,1681814259.330000,483971198.00,483971198.00
sh.600132,2018-10-31,2018-09-30,0.330911,0.144559,0.411327,422660560.580000,0.822492,,483971198.00,483971198.00
sh.600132,2019-04-13,2018-12-31,0.349969,0.121494,0.399329,421259470.550000,0.834725,3346469403.170000,483971198.00,483971198.00
sh.600132,2019-04-27,2019-03-31,0.072131,0.121028,0.373992,100857554.370000,0.855630,,483971198.00,483971198.00
sh.600132,2019-08-24,2019-06-30,0.222947,0.147727,0.406885,270745966.510000,0.894349,1789323354.930000,483971198.00,483971198.00
sh.600132,2019-10-24,2019-09-30,0.475724,0.218365,0.417769,660622825.740000,1.267034,,483971198.00,483971198.00
sh.600132,2020-04-18,2019-12-31,0.512477,0.203393,0.416882,728536930.170000,1.357369,3508757943.970000,483971198.00,483971198.00
sh.600132,2020-04-18,2020-03-31,0.023751,0.080368,0.305901,44632636.990000,1.250793,,483971198.00,483971198.00
sh.600132,2020-08-15,2020-06-30,0.204630,0.170821,0.411981,299142634.860000,1.372460,1725630741.260000,483971198.00,483971198.00
sh.600132,2020-10-24,2020-09-30,0.351894,0.180109,0.423991,559700561.660000,1.082641,,483971198.00,483971198.00
sh.600132,2021-04-28,2020-12-31,1.074686,0.160151,0.506073,1752317095.650000,2.225005,10625459201.540000,483971198.00,483971198.00
sh.600132,2021-04-29,2021-03-31,0.402926,0.188312,0.510033,616231545.940000,2.546901,,483971198.00,483971198.00
sh.600132,2021-08-19,2021-06-30,0.694056,0.181623,0.521275,1296561959.950000,2.180515,7004368603.510000,483971198.00,483971198.00
sh.600132,2021-10-29,2021-09-30,0.941810,0.193166,0.531908,2160862260.200000,2.182270,,483971198.00,483971198.00
sh.600132,2022-04-02,2021-12-31,0.996860,0.182872,0.509398,2399156196.280000,2.409737,12835328224.790000,483971198.00,483971198.00
sh.600132,2022-04-29,2022-03-31,0.176899,0.178745,0.476807,685043891.650000,2.503254,,483971198.00,483971198.00
sh.600132,2022-08-18,2022-06-30,0.444758,0.186308,0.486738,1478497539.020000,2.627418,7769862404.430000,483971198.00,483971198.00
sh.600132,2022-10-28,2022-09-30,0.634837,0.197093,0.496997,2401200980.930000,2.696015,,483971198.00,483971198.00
sh.600132,2023-04-28,2022-12-31,0.663188,0.184265,0.504779,2586899641.430000,2.610909,13696216606.600000,483971198.00,483971198.00
sh.600132,2023-04-28,2023-03-31,0.171987,0.193409,0.451562,774760005.900000,2.706836,,483971198.00,483971198.00
sh.600150,2013-04-26,2013-03-31,0.004029,0.016436,0.121323,62588444.030000,-0.119876,,1378117598.00,1378117598.00
sh.600150,2013-08-31,2013-06-30,0.003186,0.006351,0.135906,49524938.840000,-0.283409,7590756588.170000,1378117598.00,1378117598.00
sh.600150,2013-10-31,2013-09-30,0.000879,-0.006213,0.102001,-93218309.580000,-0.371429,,1378117598.00,1378117598.00
sh.600150,2014-04-19,2013-12-31,0.002268,-0.000098,0.115541,-2182597.860000,0.028688,21540084963.170000,1378117598.00,1378117598.00
sh.600150,2014-04-30,2014-03-31,0.001594,-0.001026,0.077082,-6102671.680000,-0.000819,,1378117598.00,1378117598.00
sh.600150,2014-08-30,2014-06-30,0.006877,0.004580,0.084869,63312903.900000,0.079790,13499966162.330000,1378117598.00,1378117598.00
sh.600150,2014-10-15,2014-09-30,0.007969,0.002179,0.076559,45186479.690000,0.119529,,1378117598.00,1378117598.00
sh.600150,2015-03-14,2014-12-31,0.002543,-0.001425,0.098138,-40368143.890000,0.032065,27576160000.000000,1378117598.00,1378117598.00
sh.600150,2015-04-25,2015-03-31,0.007127,0.006620,0.064923,44628075.300000,0.102315,,1378117598.00,1378117598.00
sh.600150,2015-08-29,2015-06-30,0.009821,0.003010,0.062928,42868683.540000,0.069817,14003700000.000000,1378117598.00,1378117598.00
sh.600150,2015-10-31,2015-09-30,0.009742,0.002848,0.062818,62307764.930000,0.055317,,1378117598.00,1378117598.00
sh.600150,2016-04-16,2015-12-31,0.003539,-0.008419,0.084940,-233737459.060000,0.044880,27209480000.000000,1378117598.00,1378117598.00
sh.600150,2016-04-30,2016-03-31,0.006567,0.010694,0.100066,62586431.460000,0.038519,,1378117598.00,1378117598.00
sh.600150,2016-08-31,2016-06-30,0.000973,-0.018059,0.106966,-213044011.500000,-0.067311,11546990000.000000,1378117598.00,1378117598.00
sh.600150,2016-10-29,2016-09-30,-0.025174,-0.042942,0.096452,-746623504.430000,-0.395693,,1378117598.00,1378117598.00
sh.600150,2017-04-29,2016-12-31,-0.160409,-0.140829,0.177402,-3021786771.190000,-1.891580,20958197116.440000,1378117598.00,1378117598.00
sh.600150,2017-04-29,2017-03-31,-0.004823,-0.033442,0.105596,-137398872.000000,-2.027752,,1378117598.00,1378117598.00
sh.600150,2017-08-26,2017-06-30,-0.001321,-0.011403,0.134909,-97347649.810000,-1.918301,8537329508.520000,1378117598.00,1378117598.00
sh.600150,2017-10-31,2017-09-30,-0.019763,-0.034549,0.138639,-423906827.050000,-1.787313,,1378117598.00,1378117598.00
sh.600150,2018-04-21,2017-12-31,-0.167068,-0.152393,0.176598,-2543609646.630000,-1.668991,16266876980.920000,1378117598.00,1378117598.00
sh.600150,2018-04-26,2018-03-31,0.005281,0.011859,0.102457,35152149.020000,-1.564576,,1378117598.00,1378117598.00
sh.600150,2018-08-24,2018-06-30,0.014850,0.032648,0.111000,249369471.830000,-1.507714,7458910000.000000,1378117598.00,1378117598.00
sh.600150,2018-10-31,2018-09-30,0.022523,0.035656,0.108034,399281778.250000,-1.233406,,1378117598.00,1378117598.00
sh.600150,2019-03-20,2018-12-31,0.035352,0.035880,0.133224,606745889.850000,0.354987,16536544274.270000,1378117598.00,1378117598.00
sh.600150,2019-04-27,2019-03-31,0.000246,0.001429,0.078198,6583976.560000,0.305454,,1378117598.00,1378117598.00
sh.600150,2019-08-23,2019-06-30,0.003000,0.006928,0.081351,67708279.210000,0.236792,9628172150.150000,1378117598.00,1378117598.00
sh.600150,2019-10-31,2019-09-30,0.006386,0.009283,0.081822,151738217.560000,0.200152,,1378117598.00,1378117598.00
sh.600150,2020-04-18,2019-12-31,0.026532,0.022323,0.105732,516465949.320000,0.293703,22841607800.000000,1378117598.00,1378117598.00
sh.600150,2020-04-30,2020-03-31,0.000079,-0.012578,0.094257,-128413470.220000,-0.246946,,4221988344.00,1378117598.00
sh.600150,2020-08-29,2020-06-30,0.004635,-0.001660,0.083356,-38531197.850000,-0.212921,23216407085.670000,4221988344.00,1378117598.00
sh.600150,2020-10-31,2020-09-30,0.005299,-0.002977,0.086052,-111538823.320000,-0.145648,,4472428758.00,1378117598.00
sh.600150,2021-04-28,2020-12-31,0.009995,0.004631,0.107130,255855389.650000,0.068375,53955047600.000000,4472428758.00,1378117598.00
sh.600150,2021-04-28,2021-03-31,0.002004,0.006299,0.086056,63326098.280000,0.090235,,4472428758.00,2443307764.00
sh.600150,2021-08-28,2021-06-30,0.005660,0.006747,0.102553,182843249.800000,0.094425,27101575199.930000,4472428758.00,2443307764.00
sh.600150,2021-10-30,2021-09-30,0.008922,0.009916,0.102388,379046234.780000,0.121749,,4472428758.00,2443307764.00
sh.600150,2022-04-29,2021-12-31,0.004657,0.003881,0.105987,231872370.630000,0.047807,58566929700.000000,4472428758.00,2443307764.00
sh.600150,2022-04-29,2022-03-31,0.001128,0.004364,0.063679,57212866.010000,0.038873,,4472428758.00,2443307764.00
sh.600150,2022-08-30,2022-06-30,0.004242,0.008920,0.086219,213864505.370000,0.033485,23534962436.360000,4472428758.00,2443307764.00
sh.600150,2022-10-29,2022-09-30,0.031328,0.038820,0.100320,1498146812.650000,0.283121,,4472428758.00,2443307764.00
sh.600150,2023-04-28,2022-12-31,0.003736,0.014649,0.075991,872452235.060000,0.038429,58444404300.000000,4472428758.00,2443307764.00
sh.600150,2023-04-28,2023-03-31,0.000951,0.004685,0.094139,42373588.040000,0.036510,,4472428758.00,4472428758.00
sh.600176,2013-04-27,2013-03-31,0.006540,0.025261,0.319003,29479514.840000,0.294845,,872629500.00,641088000.00
sh.600176,2013-08-19,2013-06-30,0.022444,0.037320,0.315486,96153571.610000,0.291074,2532616634.590000,872629500.00,641088000.00
sh.600176,2013-10-28,2013-09-30,0.047203,0.049071,0.309820,191815116.080000,0.298633,,872629500.00,641088000.00
sh.600176,2014-03-19,2013-12-31,0.086921,0.064039,0.313730,333618177.180000,0.365709,5138755280.580000,872629500.00,641088000.00
sh.600176,2014-04-28,2014-03-31,0.006549,0.020763,0.320822,24154167.800000,0.366229,,872629500.00,641088000.00
sh.600176,2014-08-19,2014-06-30,0.035314,0.046749,0.339074,132484629.320000,0.422768,2785438299.750000,872629500.00,641088000.00
sh.600176,2014-10-27,2014-09-30,0.075991,0.065919,0.348249,291175857.440000,0.500677,,872629500.00,872629500.00
sh.600176,2015-03-18,2014-12-31,0.122851,0.075522,0.353824,473382637.810000,0.543801,6209627109.020000,872629500.00,872629500.00
sh.600176,2015-04-22,2015-03-31,0.044742,0.112249,0.385220,185867972.510000,0.728729,,872629500.00,872629500.00
sh.600176,2015-08-20,2015-06-30,0.112954,0.139017,0.405244,480049493.960000,0.945128,3404807458.590000,872629500.00,872629500.00
sh.600176,2015-10-27,2015-09-30,0.174894,0.146789,0.403368,768036501.790000,1.090846,,872629500.00,872629500.00
sh.600176,2016-03-18,2015-12-31,0.143102,0.139839,0.403016,986531563.690000,1.126534,6911129231.430000,872629500.00,872629500.00
sh.600176,2016-04-27,2016-03-31,0.036289,0.205320,0.416972,361816531.250000,1.046552,,1105526152.00,872629500.00
sh.600176,2016-08-19,2016-06-30,0.076446,0.207700,0.437924,771888679.090000,0.519533,3632229737.320000,2432157534.00,1919784900.00
sh.600176,2016-10-26,2016-09-30,0.112323,0.209922,0.439229,1158649529.910000,0.558912,,2432157534.00,1919784900.00
sh.600176,2017-03-21,2016-12-31,0.147066,0.205298,0.447188,1528719094.690000,0.625385,7303899973.470000,2432157534.00,1919784900.00
sh.600176,2017-04-29,2017-03-31,0.041986,0.254846,0.470924,473887612.410000,0.670882,,2432157534.00,2432157534.00
sh.600176,2017-08-18,2017-06-30,0.090216,0.248426,0.462745,1012949434.280000,0.604900,4030972794.050000,2918589041.00,2918589041.00
sh.600176,2017-10-12,2017-09-30,0.136089,0.242280,0.452900,1560120478.410000,0.661536,,2918589041.00,2918589041.00
sh.600176,2018-03-20,2017-12-31,0.183631,0.249388,0.458379,2157591416.960000,0.736606,8590923095.980000,2918589041.00,2918589041.00
sh.600176,2018-04-26,2018-03-31,0.048537,0.248954,0.452740,621101609.940000,0.786830,,2918589041.00,2918589041.00
sh.600176,2018-08-20,2018-06-30,0.099445,0.253524,0.455832,1272149706.770000,0.688290,4976631268.040000,3502306849.00,3502306849.00
sh.600176,2018-10-19,2018-09-30,0.146562,0.251407,0.450941,1918074052.930000,0.716884,,3502306849.00,3502306849.00
sh.600176,2019-03-21,2018-12-31,0.177913,0.237713,0.451095,2384834658.940000,0.677833,9908256715.890000,3502306849.00,3502306849.00
sh.600176,2019-04-25,2019-03-31,0.034502,0.197974,0.411899,494207002.360000,0.644119,,3502306849.00,3502306849.00
sh.600176,2019-08-22,2019-06-30,0.073303,0.208436,0.404389,1055183598.600000,0.616937,4994540446.840000,3502306849.00,3502306849.00
sh.600176,2019-10-23,2019-09-30,0.105541,0.200416,0.399111,1550890798.640000,0.573982,,3502306849.00,3502306849.00
sh.600176,2020-03-23,2019-12-31,0.142471,0.201410,0.354568,2113459262.370000,0.607847,10339187239.100000,3502306849.00,3502306849.00
sh.600176,2020-04-25,2020-03-31,0.019553,0.123302,0.313890,301135613.270000,0.553802,,3502306849.00,3502306849.00
sh.600176,2020-08-19,2020-06-30,0.048131,0.151074,0.318056,738992457.500000,0.524616,4800166111.220000,3502306849.00,3502306849.00
sh.600176,2020-10-27,2020-09-30,0.079830,0.160078,0.306675,1260703184.800000,0.531009,,3502306849.00,3502306849.00
sh.600176,2021-03-20,2020-12-31,0.146063,0.206560,0.337843,2409764398.730000,0.689863,11460634470.730000,3502306849.00,3502306849.00
sh.600176,2021-04-27,2021-03-31,0.059152,0.267425,0.435211,1068666010.680000,0.905124,,3502306849.00,3502306849.00
sh.600176,2021-08-18,2021-06-30,0.141734,0.305696,0.466818,2616864869.660000,1.061878,8463597190.860000,4003136728.00,4003136728.00
sh.600176,2021-10-26,2021-09-30,0.224402,0.315050,0.462116,4359125590.480000,1.359199,,4003136728.00,4003136728.00
sh.600176,2022-03-19,2021-12-31,0.301392,0.311471,0.453123,6138128995.810000,1.505938,18789283695.540000,4003136728.00,4003136728.00
sh.600176,2022-04-26,2022-03-31,0.078222,0.368141,0.445744,1889582687.360000,1.699003,,4003136728.00,4003136728.00
sh.600176,2022-08-23,2022-06-30,0.176676,0.362329,0.370262,4315220170.160000,1.907897,9795474331.800000,4003136728.00,4003136728.00
sh.600176,2022-10-22,2022-09-30,0.224527,0.352471,0.362182,5675604394.600000,1.808886,,4003136728.00,4003136728.00
sh.600176,2023-03-21,2022-12-31,0.263530,0.337768,0.355980,6820295007.440000,1.651209,17559592016.570000,4003136728.00,4003136728.00
sh.600176,2023-04-21,2023-03-31,0.032863,0.258785,0.299181,950044082.860000,1.422586,,4003136728.00,4003136728.00
sh.600183,2013-04-23,2013-03-31,0.022429,0.062498,0.137486,93417895.410000,0.235250,,1423018290.00,1400507469.00
sh.600183,2013-08-21,2013-06-30,0.048720,0.065145,0.150560,198378886.530000,0.234658,2999459229.450000,1423018290.00,1400507469.00
sh.600183,2013-10-31,2013-09-30,0.106371,0.095488,0.151148,445176680.190000,0.361984,,1423018290.00,1400507469.00
sh.600183,2014-03-08,2013-12-31,0.131628,0.085111,0.149727,559204570.440000,0.392019,6570259191.920000,1423018290.00,1400507469.00
sh.600183,2014-04-30,2014-03-31,0.028970,0.072680,0.172217,123631456.110000,0.412671,,1423018290.00,1400507469.00
sh.600183,2014-08-28,2014-06-30,0.065672,0.078941,0.177194,284813390.980000,0.450649,3551342306.810000,1423018290.00,1423018290.00
sh.600183,2014-10-31,2014-09-30,0.096550,0.076147,0.172503,425863757.130000,0.374864,,1423018290.00,1423018290.00
sh.600183,2015-03-10,2014-12-31,0.117103,0.070421,0.174078,522387619.470000,0.362203,7299514323.020000,1423018290.00,1423018290.00
sh.600183,2015-04-30,2015-03-31,0.027641,0.066299,0.164948,119188577.850000,0.359794,,1423018290.00,1423018290.00
sh.600183,2015-08-27,2015-06-30,0.053121,0.064677,0.180969,232025483.570000,0.326526,3537719565.370000,1423018290.00,1423018290.00
sh.600183,2015-10-31,2015-09-30,0.076556,0.061007,0.181034,342426635.470000,0.304646,,1423018290.00,1423018290.00
sh.600183,2016-03-18,2015-12-31,0.120063,0.072657,0.188298,552935006.520000,0.378579,7487197611.480000,1437553885.00,1437553885.00
sh.600183,2016-04-28,2016-03-31,0.032185,0.081505,0.208129,154399263.120000,0.402909,,1437553885.00,1437553885.00
sh.600183,2016-08-26,2016-06-30,0.068443,0.082102,0.199625,319844981.570000,0.438469,3848754869.020000,1437553885.00,1437553885.00
sh.600183,2016-10-31,2016-09-30,0.105954,0.082900,0.198314,506504406.010000,0.491184,,1437553885.00,1437553885.00
sh.600183,2017-03-31,2016-12-31,0.153875,0.089086,0.205378,760643887.220000,0.520465,8428764421.090000,1437553885.00,1437553885.00
sh.600183,2017-04-29,2017-03-31,0.054725,0.122132,0.249733,290600633.660000,0.610014,,1441125046.00,1441125046.00
sh.600183,2017-08-31,2017-06-30,0.105500,0.114358,0.233127,555155004.960000,0.669004,4785332410.330000,1452268427.00,1452268427.00
sh.600183,2017-10-31,2017-09-30,0.153630,0.107860,0.220644,833657055.200000,0.724700,,1455524644.00,1455524644.00
