code,pubDate,statDate,YOYEquity,YOYAsset,YOYNI,YOYEPSBasic,YOYPNI
sh.601377,2014-08-21,2014-06-30,0.057291,0.646801,0.402379,0.331239,0.482707
sh.601377,2014-10-30,2014-09-30,0.079063,0.799244,0.788423,0.750000,0.848461
sh.601377,2015-03-12,2014-12-31,0.129007,1.024867,1.493357,1.428571,1.660003
sh.601377,2015-04-28,2015-03-31,0.194954,1.251279,4.035760,4.250000,4.654393
sh.601377,2015-08-25,2015-06-30,0.293891,1.880225,3.626914,3.750000,3.821776
sh.601377,2015-10-30,2015-09-30,0.252576,1.031708,2.151369,2.238095,2.246950
sh.601377,2016-03-31,2015-12-31,0.261038,0.548807,1.312064,1.352941,1.339007
sh.601377,2016-04-27,2016-03-31,0.924240,0.234719,-0.490893,-0.619048,-0.530636
sh.601377,2016-08-23,2016-06-30,0.746062,-0.185330,-0.597555,-0.679245,-0.624164
sh.601377,2016-10-29,2016-09-30,0.808911,0.032846,-0.397359,-0.515625,-0.418925
sh.601377,2017-04-11,2016-12-31,0.711705,0.199588,-0.479074,-0.586667,-0.508940
sh.601377,2017-04-27,2017-03-31,0.071451,0.172465,0.324452,0.250000,0.353906
sh.601377,2017-08-29,2017-06-30,0.054800,0.321454,0.145005,0.176471,0.177861
sh.601377,2017-10-31,2017-09-30,0.052690,0.278247,-0.029404,-0.032258,-0.030369
sh.601377,2018-03-31,2017-12-31,0.054777,0.120999,0.124338,0.096774,0.116587
sh.601377,2018-04-28,2018-03-31,0.036578,0.215276,-0.312900,-0.469388,-0.463471
sh.601377,2018-08-28,2018-06-30,0.029353,0.097032,-0.323341,-0.500000,-0.475634
sh.601377,2018-10-31,2018-09-30,-0.000652,0.097439,-0.509798,-0.633333,-0.633414
sh.601377,2019-04-03,2018-12-31,-0.027624,0.013606,-0.781638,-0.941176,-0.940764
sh.601377,2019-04-30,2019-03-31,0.003154,-0.012218,1.114358,1.730769,1.729359
sh.601377,2019-08-28,2019-06-30,0.026930,-0.011092,0.579332,1.000000,0.942032
sh.601377,2019-10-30,2019-09-30,0.035673,-0.030060,0.909971,1.363636,1.411934
sh.601377,2020-04-25,2019-12-31,0.059277,0.099506,2.328665,12.000000,12.022256
sh.601377,2020-04-25,2020-03-31,0.026532,0.063969,-0.769663,-0.728370,-0.728319
sh.601377,2020-08-29,2020-06-30,0.049412,0.033161,0.147026,0.200000,0.214542
sh.601377,2020-10-31,2020-09-30,0.071394,0.117923,0.691718,0.730769,0.727839
sh.601377,2021-04-06,2020-12-31,0.096023,0.061233,1.393319,1.307692,1.271336
sh.601377,2021-04-30,2021-03-31,0.118156,0.118820,4.941239,3.407407,3.405645
sh.601377,2021-08-28,2021-06-30,0.092616,0.217377,0.748576,0.500000,0.506362
sh.601377,2021-10-30,2021-09-30,0.084107,0.217467,0.259014,0.163166,0.163144
sh.601377,2022-03-31,2021-12-31,0.091441,0.201324,0.277386,0.183333,0.184786
sh.601377,2022-04-30,2022-03-31,0.063247,0.175198,-0.727215,-0.869468,-0.869267
sh.601377,2022-08-31,2022-06-30,0.098784,0.166736,-0.442606,-0.416667,-0.436788
sh.601377,2022-10-29,2022-09-30,0.332967,0.178062,-0.490540,-0.510359,-0.494624
sh.601377,2023-04-22,2022-12-31,0.268887,0.130578,-0.429105,-0.485294,-0.444015
sh.601377,2023-04-28,2023-03-31,0.286299,0.065637,1.473339,3.281250,4.300931
sh.601390,2013-04-27,2013-03-31,0.093469,0.185956,0.668713,0.750000,0.615871
sh.601390,2013-08-31,2013-06-30,0.088756,0.207700,0.449398,0.464286,0.459146
sh.601390,2013-10-31,2013-09-30,0.119157,0.205229,0.457411,0.450000,0.464352
sh.601390,2014-03-29,2013-12-31,0.111213,0.140456,0.248634,0.268012,0.268531
sh.601390,2014-04-30,2014-03-31,0.115310,0.133995,0.228161,0.285714,0.224016
sh.601390,2014-08-30,2014-06-30,0.115239,0.092034,0.167460,0.164634,0.164244
sh.601390,2014-10-31,2014-09-30,0.121491,0.072878,0.127012,0.137931,0.126936
sh.601390,2015-03-31,2014-12-31,0.139512,0.087308,0.059651,0.095455,0.105107
sh.601390,2015-04-30,2015-03-31,0.177455,0.061356,0.115089,0.111111,0.139722
sh.601390,2015-08-31,2015-06-30,0.244525,0.058360,0.024774,0.125654,0.183077
sh.601390,2015-10-31,2015-09-30,0.329467,0.078313,0.001492,0.042424,0.118018
sh.601390,2016-03-31,2015-12-31,0.322804,0.044829,0.103943,0.099585,0.183176
sh.601390,2016-04-30,2016-03-31,0.271418,0.061290,0.094735,0.000000,0.097600
sh.601390,2016-08-31,2016-06-30,0.201817,0.037595,0.224579,0.041860,0.137014
sh.601390,2016-10-29,2016-09-30,0.093332,0.014790,0.231543,0.133721,0.169057
sh.601390,2017-03-31,2016-12-31,0.074639,0.057228,0.077771,-0.024528,0.020517
sh.601390,2017-04-29,2017-03-31,0.081822,0.055750,0.193604,0.070000,0.153208
sh.601390,2017-08-31,2017-06-30,0.105550,0.056230,0.399541,0.383929,0.410932
sh.601390,2017-10-28,2017-09-30,0.093436,0.068116,0.188281,0.158974,0.193652
sh.601390,2018-03-30,2017-12-31,0.107221,0.118719,0.118148,0.294004,0.284405
sh.601390,2018-04-28,2018-03-31,0.111194,0.100877,0.236301,0.224299,0.219190
sh.601390,2018-08-31,2018-06-30,0.112780,0.149264,0.246758,0.270968,0.239385
sh.601390,2018-10-31,2018-09-30,0.123247,0.163011,0.191106,0.243363,0.182046
sh.601390,2019-03-30,2018-12-31,0.225929,0.114639,0.227601,0.073244,0.070412
sh.601390,2019-04-30,2019-03-31,0.221496,0.162863,0.205648,0.145038,0.202136
sh.601390,2019-08-31,2019-06-30,0.204143,0.148042,0.196594,0.012690,0.100633
sh.601390,2019-10-31,2019-09-30,0.247038,0.126274,0.266866,0.090747,0.186489
sh.601390,2020-03-31,2019-12-31,0.154735,0.120412,0.455487,0.323120,0.376752
sh.601390,2020-04-30,2020-03-31,0.130077,0.128424,-0.081167,-0.120000,-0.067231
sh.601390,2020-08-29,2020-06-30,0.140102,0.128639,0.100828,0.065163,0.112575
sh.601390,2020-10-31,2020-09-30,0.140803,0.174204,0.160264,0.125612,0.179785
sh.601390,2021-03-31,2020-12-31,0.153018,0.136279,0.073731,0.013684,0.063783
sh.601390,2021-04-30,2021-03-31,0.183001,0.155183,0.824457,0.803030,0.808888
sh.601390,2021-08-31,2021-06-30,0.186951,0.135491,0.157450,0.068235,0.119588
sh.601390,2021-10-30,2021-09-30,0.143535,0.117973,0.148421,0.059420,0.130688
sh.601390,2022-03-31,2021-12-31,0.078036,0.134656,0.118171,0.076843,0.096468
sh.601390,2022-04-30,2022-03-31,0.080451,0.115383,0.183070,0.235294,0.169876
sh.601390,2022-08-31,2022-06-30,0.061602,0.181525,0.172437,0.213656,0.154995
sh.601390,2022-10-29,2022-09-30,0.074308,0.162639,0.124417,0.191518,0.114782
sh.601390,2023-03-31,2022-12-31,0.094306,0.184648,0.147774,0.155256,0.132459
sh.601390,2023-04-29,2023-03-31,0.092235,0.174086,0.067402,0.037415,0.038403
sh.601398,2013-04-27,2013-03-31,0.168680,0.117221,0.121244,0.111111,0.120779
sh.601398,2013-08-30,2013-06-30,0.152697,0.096661,0.123628,0.142857,0.123311
sh.601398,2013-10-31,2013-09-30,0.147565,0.078947,0.108017,0.113208,0.107386
sh.601398,2014-03-28,2013-12-31,0.132567,0.078413,0.101696,0.102941,0.101106
sh.601398,2014-04-30,2014-03-31,0.137593,0.075033,0.067545,0.050000,0.066319
sh.601398,2014-08-29,2014-06-30,0.156508,0.084404,0.071521,0.050000,0.070497
sh.601398,2014-10-30,2014-09-30,0.158996,0.075145,0.073305,0.067797,0.072645
sh.601398,2015-03-27,2014-12-31,0.201490,0.089450,0.050657,0.040000,0.050113
sh.601398,2015-04-30,2015-03-31,0.186121,0.084215,0.013558,0.000000,0.013942
sh.601398,2015-08-28,2015-06-30,0.183169,0.104100,0.007043,0.000000,0.006219
sh.601398,2015-10-31,2015-09-30,0.176836,0.096966,0.006502,-0.015873,0.005883
sh.601398,2016-03-31,2015-12-31,0.168935,0.077624,0.005190,-0.012821,0.004786
sh.601398,2016-04-29,2016-03-31,0.156301,0.069483,0.006003,0.000000,0.005920
sh.601398,2016-08-31,2016-06-30,0.158181,0.049383,0.008231,0.000000,0.008026
sh.601398,2016-10-29,2016-09-30,0.156104,0.069738,0.005295,0.016129,0.004649
sh.601398,2017-03-31,2016-12-31,0.100743,0.086785,0.004991,0.000000,0.004034
sh.601398,2017-04-29,2017-03-31,0.091010,0.088344,0.014993,0.000000,0.013670
sh.601398,2017-08-31,2017-06-30,0.087096,0.084581,0.020119,0.023810,0.018493
sh.601398,2017-10-31,2017-09-30,0.075508,0.089583,0.025140,0.015873,0.023372
sh.601398,2018-03-28,2017-12-31,0.080081,0.080779,0.029899,0.025974,0.028032
sh.601398,2018-04-28,2018-03-31,0.068263,0.063796,0.040012,0.047619,0.039796
sh.601398,2018-08-31,2018-06-30,0.079425,0.070120,0.045352,0.046512,0.048675
sh.601398,2018-10-31,2018-09-30,0.085219,0.094444,0.048165,0.046875,0.051000
sh.601398,2019-03-29,2018-12-31,0.095187,0.061812,0.039214,0.037975,0.040647
sh.601398,2019-04-30,2019-03-31,0.111497,0.103903,0.045795,0.045455,0.040646
sh.601398,2019-08-30,2019-06-30,0.107765,0.098428,0.050001,0.044444,0.046677
sh.601398,2019-10-26,2019-09-30,0.171125,0.079021,0.052341,0.059701,0.050433
sh.601398,2020-03-28,2019-12-31,0.148577,0.087001,0.049002,0.048780,0.048872
sh.601398,2020-04-29,2020-03-31,0.145104,0.097376,0.028093,0.043478,0.030352
sh.601398,2020-08-31,2020-06-30,0.131554,0.104084,-0.112004,-0.106383,-0.113981
sh.601398,2020-10-31,2020-09-30,0.057020,0.100093,-0.089102,-0.098592,-0.091521
sh.601398,2021-03-27,2020-12-31,0.081204,0.107462,0.013799,0.000000,0.011793
sh.601398,2021-04-30,2021-03-31,0.077364,0.070824,0.015104,0.000000,0.014628
sh.601398,2021-08-28,2021-06-30,0.109498,0.061134,0.098220,0.095238,0.098683
sh.601398,2021-10-30,2021-09-30,0.121092,0.057547,0.100607,0.078125,0.101218
sh.601398,2022-03-31,2021-12-31,0.125887,0.054770,0.102400,0.104651,0.102663
sh.601398,2022-04-30,2022-03-31,0.120600,0.085223,0.055993,0.041667,0.057191
sh.601398,2022-08-31,2022-06-30,0.093834,0.102688,0.049000,0.021739,0.049140
sh.601398,2022-10-29,2022-09-30,0.083836,0.117311,0.052027,0.028986,0.055599
sh.601398,2023-03-31,2022-12-31,0.072877,0.126190,0.030901,0.021053,0.034866
sh.601398,2023-04-29,2023-03-31,0.073303,0.127021,0.005038,0.000000,0.000211
sh.601600,2013-04-27,2013-03-31,-0.156566,0.288700,0.208635,0.125000,0.104185
sh.601600,2013-08-31,2013-06-30,-0.119235,0.124379,0.803291,0.791667,0.808254
sh.601600,2013-10-31,2013-09-30,-0.123448,0.144323,0.565511,0.562500,0.574292
sh.601600,2014-03-19,2013-12-31,0.011922,0.139930,1.083701,1.114754,1.115123
sh.601600,2014-04-30,2014-03-31,-0.012709,-0.038288,-1.430816,-1.285714,-1.211732
sh.601600,2014-08-29,2014-06-30,-0.059142,0.018532,-5.302362,-5.000000,-5.610183
sh.601600,2014-10-31,2014-09-30,-0.063787,-0.040042,-1.794811,-1.857143,-1.932328
sh.601600,2015-03-26,2014-12-31,-0.362553,-0.034460,-24.565899,-18.142857,-18.108381
sh.601600,2015-04-29,2015-03-31,-0.328084,-0.061059,1.039511,1.031447,1.029247
sh.601600,2015-08-28,2015-06-30,-0.103584,-0.051224,1.048307,1.006667,1.006688
sh.601600,2015-10-30,2015-09-30,-0.092102,-0.049097,0.867871,0.825000,0.827895
sh.601600,2016-03-18,2015-12-31,0.372408,-0.018535,1.024865,1.008333,1.012729
sh.601600,2016-04-29,2016-03-31,0.362119,-0.042013,-0.464563,-0.750000,-0.599992
sh.601600,2016-08-26,2016-06-30,0.082935,-0.051998,0.931082,1.000000,36.231367
sh.601600,2016-10-21,2016-09-30,0.063565,0.014625,1.650058,1.030769,1.110665
sh.601600,2017-03-24,2016-12-31,-0.046257,-0.010317,2.420737,1.000000,1.708172
sh.601600,2017-04-26,2017-03-31,-0.006993,0.030021,16.625579,23.000000,20.687424
sh.601600,2017-08-18,2017-06-30,-0.046901,0.012123,2.437955,54.555556,10.061246
sh.601600,2017-10-27,2017-09-30,0.004685,-0.005474,3.231255,29.000000,9.908555
sh.601600,2018-03-23,2017-12-31,0.034326,0.050575,0.935485,3.500000,2.741558
sh.601600,2018-04-24,2018-03-31,0.317097,0.052450,-0.244964,-0.208333,-0.193992
sh.601600,2018-08-16,2018-06-30,0.365682,0.090232,0.105817,0.039301,0.151260
sh.601600,2018-10-26,2018-09-30,0.357212,0.067842,0.057780,-0.011765,0.110187
sh.601600,2019-03-29,2018-12-31,0.320673,0.005301,-0.331541,-0.494253,-0.384138
sh.601600,2019-04-30,2019-03-31,0.044992,0.044486,0.111294,0.352941,0.461098
sh.601600,2019-08-28,2019-06-30,0.041988,0.016688,-0.123569,-0.239130,-0.141019
sh.601600,2019-10-30,2019-09-30,0.032417,0.020555,-0.365915,-0.536585,-0.446568
sh.601600,2020-03-27,2019-12-31,0.042818,0.010479,-0.051459,-0.119048,0.023804
sh.601600,2020-04-29,2020-03-31,0.031952,-0.017595,-0.752665,-1.086957,-0.930959
sh.601600,2020-08-28,2020-06-30,0.028782,-0.025890,-0.803917,-1.171429,-0.949517
sh.601600,2020-10-28,2020-09-30,0.042366,-0.055624,-0.351420,-0.631579,-0.443132
sh.601600,2021-03-24,2020-12-31,-0.006218,-0.040543,0.055310,-0.243243,-0.131400
sh.601600,2021-04-28,2021-03-31,0.013261,-0.055643,10.604041,28.000000,30.256758
sh.601600,2021-08-25,2021-06-30,0.051058,-0.042458,19.847626,30.000000,85.109991
sh.601600,2021-10-27,2021-09-30,0.074421,0.008980,7.383162,19.200000,10.356771
sh.601600,2022-03-23,2021-12-31,0.051706,-0.013659,3.870426,8.533333,5.645979
sh.601600,2022-04-27,2022-03-31,0.064750,0.001682,0.445988,0.654545,0.605161
sh.601600,2022-08-24,2022-06-30,0.052790,0.003577,0.235799,0.306818,0.289322
sh.601600,2022-10-26,2022-09-30,0.054160,0.005620,-0.135040,-0.135314,-0.139536
sh.601600,2023-03-22,2022-12-31,-0.100533,-0.055655,-0.041844,-0.266871,-0.272162
sh.601600,2023-04-26,2023-03-31,-0.042831,0.083025,-0.208188,-0.094828,-0.097789
sh.601601,2013-04-25,2013-03-31,0.231457,0.131824,2.452599,2.125000,2.412577
sh.601601,2013-08-26,2013-06-30,0.178084,0.125976,1.078711,0.935484,1.071266
sh.601601,2013-10-31,2013-09-30,0.238677,0.147299,1.592288,1.472222,1.577671
sh.601601,2014-03-31,2013-12-31,0.029019,0.061674,0.831384,0.728814,0.824109
sh.601601,2014-04-25,2014-03-31,0.037826,0.115853,0.444641,0.400000,0.443146
sh.601601,2014-08-25,2014-06-30,0.104199,0.138912,0.254778,0.266667,0.253294
sh.601601,2014-10-25,2014-09-30,0.104961,0.123277,0.110583,0.112360,0.108774
sh.601601,2015-03-30,2014-12-31,0.183524,0.140376,0.196913,0.196078,0.193068
sh.601601,2015-04-30,2015-03-31,0.198654,0.120911,0.528510,0.542857,0.526939
sh.601601,2015-08-31,2015-06-30,0.209317,0.109928,0.650668,0.644737,0.649387
sh.601601,2015-10-31,2015-09-30,0.139947,0.091259,0.678779,0.676768,0.678125
sh.601601,2016-03-28,2015-12-31,0.138349,0.119674,0.604091,0.606557,0.604489
sh.601601,2016-04-30,2016-03-31,0.069945,0.079408,-0.548937,-0.555556,-0.551499
sh.601601,2016-08-29,2016-06-30,-0.012776,0.077602,-0.455036,-0.456000,-0.456220
sh.601601,2016-10-29,2016-09-30,0.031579,0.103601,-0.411980,-0.415663,-0.412809
sh.601601,2017-03-30,2016-12-31,-0.011790,0.104833,-0.318993,-0.321429,-0.319889
sh.601601,2017-04-29,2017-03-31,0.002553,0.153491,-0.092930,-0.083333,-0.090496
sh.601601,2017-08-28,2017-06-30,0.035894,0.138390,0.061502,0.058824,0.059753
sh.601601,2017-10-28,2017-09-30,0.036069,0.164823,0.240214,0.247423,0.237513
sh.601601,2018-03-30,2017-12-31,0.043517,0.147480,0.220368,0.218045,0.216057
sh.601601,2018-04-28,2018-03-31,0.066630,0.126718,0.878431,0.863636,0.875500
sh.601601,2018-08-27,2018-06-30,0.055994,0.149793,0.271482,0.263889,0.268090
sh.601601,2018-10-27,2018-09-30,0.053370,0.104464,0.166966,0.157025,0.163738
sh.601601,2019-03-25,2018-12-31,0.087841,0.140652,0.229671,0.228395,0.228959
sh.601601,2019-04-27,2019-03-31,0.144752,0.161203,0.461117,0.463415,0.460677
sh.601601,2019-08-26,2019-06-30,0.170279,0.147209,0.955971,0.967033,0.960625
sh.601601,2019-10-31,2019-09-30,0.190474,0.157462,0.797449,0.807143,0.802123
sh.601601,2020-03-23,2019-12-31,0.192885,0.143997,0.538136,0.537688,0.539542
sh.601601,2020-04-25,2020-03-31,0.147048,0.130741,0.534203,0.550000,0.530936
sh.601601,2020-08-24,2020-06-30,0.210871,0.142518,-0.117088,-0.122905,-0.120126
sh.601601,2020-10-31,2020-09-30,0.191015,0.161851,-0.137526,-0.162055,-0.142533
sh.601601,2021-03-29,2020-12-31,0.206230,0.158782,-0.105876,-0.140523,-0.113803
sh.601601,2021-04-29,2021-03-31,0.190921,0.131522,0.023050,-0.043011,0.018956
sh.601601,2021-08-30,2021-06-30,0.110448,0.125428,0.219587,0.146497,0.215254
sh.601601,2021-10-30,2021-09-30,0.088691,0.105371,0.154746,0.113208,0.154621
sh.601601,2022-03-28,2021-12-31,0.053512,0.098904,0.089382,0.060837,0.091523
sh.601601,2022-04-29,2022-03-31,0.000384,0.111048,-0.364019,-0.359551,-0.363870
sh.601601,2022-08-29,2022-06-30,0.037239,0.107781,-0.233998,-0.233333,-0.231334
sh.601601,2022-10-29,2022-09-30,0.005042,0.106492,-0.108598,-0.105932,-0.106409
sh.601601,2023-03-27,2022-12-31,0.007520,0.118251,-0.086103,-0.082437,-0.082917
sh.601601,2023-04-28,2023-03-31,0.121549,0.067340,0.273623,0.273684,0.273803
sh.601615,2018-04-28,2018-03-31,,,-115.957104,,-172.705072
sh.601615,2018-08-31,2018-06-30,,,,,
sh.601615,2018-10-31,2018-09-30,5.027362,12.960200,84.047495,,61.499993
sh.601615,2019-04-27,2018-12-31,0.105734,0.167766,0.287224,0.218750,0.196402
sh.601615,2019-04-27,2019-03-31,0.423762,0.333458,1.341971,1.400000,1.370971
sh.601615,2019-08-28,2019-06-30,0.425840,0.312766,1.164295,0.923077,1.292994
sh.601615,2019-10-30,2019-09-30,0.429387,0.377173,0.948394,0.652174,0.985907
sh.601615,2020-04-22,2019-12-31,0.509586,0.553639,0.564361,0.358974,0.672815
sh.601615,2020-04-30,2020-03-31,0.265989,0.571999,3.042955,1.750000,2.775886
sh.601615,2020-08-20,2020-06-30,0.265685,0.510429,0.619709,0.560000,0.589468
sh.601615,2020-10-30,2020-09-30,0.298701,0.449605,0.839579,0.789474,0.816113
sh.601615,2021-04-08,2020-12-31,1.196567,0.488022,0.972249,0.792453,0.928350
sh.601615,2021-04-30,2021-03-31,1.182870,0.354282,0.692635,0.272727,0.736475
sh.601615,2021-08-20,2021-06-30,1.173804,0.423341,0.947265,0.410256,0.962647
sh.601615,2021-10-29,2021-09-30,1.189642,0.400162,1.302161,0.661765,1.317129
sh.601615,2022-04-15,2021-12-31,0.246057,0.191081,1.268918,0.684211,1.256887
sh.601615,2022-04-29,2022-03-31,0.382154,0.180068,4.170646,3.533333,3.985338
sh.601615,2022-08-31,2022-06-30,0.371852,0.095633,1.296454,1.034483,1.244878
sh.601615,2022-10-28,2022-09-30,0.616956,0.134321,0.649554,0.370690,0.606521
sh.601615,2023-04-29,2022-12-31,0.523679,0.120076,0.143621,-0.024540,0.093997
sh.601615,2023-04-29,2023-03-31,0.275860,0.169300,-1.163995,-1.147059,-1.160666
sh.601618,2013-04-27,2013-03-31,-0.140536,-0.046918,0.356675,0.000000,0.208801
sh.601618,2013-08-31,2013-06-30,-0.106202,-0.049842,3.970494,9.000000,9.130017
sh.601618,2013-10-30,2013-09-30,-0.109336,-0.037630,7.124622,2.666667,2.179720
sh.601618,2014-03-29,2013-12-31,0.081517,-0.010245,1.297428,1.444444,1.429312
sh.601618,2014-04-30,2014-03-31,0.080559,-0.006720,0.029848,0.200000,0.066203
sh.601618,2014-08-30,2014-06-30,0.045482,0.010659,0.445148,0.125000,0.222184
sh.601618,2014-10-30,2014-09-30,0.049959,0.004912,0.384605,0.181818,0.177562
sh.601618,2015-03-28,2014-12-31,0.062772,0.009582,0.410540,0.312500,0.330130
sh.601618,2015-04-29,2015-03-31,0.065028,0.014988,0.187782,0.166667,0.144437
sh.601618,2015-08-26,2015-06-30,0.194962,0.009500,0.254555,0.222222,0.200588
sh.601618,2015-10-29,2015-09-30,0.189040,-0.003210,0.327021,0.230769,0.264551
sh.601618,2016-03-30,2015-12-31,0.279281,0.054557,0.139908,0.142857,0.211006
sh.601618,2016-04-27,2016-03-31,0.273949,0.048158,0.147030,0.000000,0.071950
sh.601618,2016-08-27,2016-06-30,0.150029,0.064683,0.148872,0.000000,0.112169
sh.601618,2016-10-27,2016-09-30,0.149229,0.068461,0.040462,0.000000,0.065244
sh.601618,2017-03-29,2016-12-31,0.165057,0.098116,0.206295,0.041667,0.119606
sh.601618,2017-04-29,2017-03-31,0.240627,0.132445,0.071682,0.000000,0.056136
sh.601618,2017-08-30,2017-06-30,0.240782,0.120612,0.032078,0.000000,0.107102
sh.601618,2017-10-31,2017-09-30,0.293334,0.122596,0.066623,0.000000,0.057146
sh.601618,2018-03-30,2017-12-31,0.169330,0.098210,0.124330,0.040000,0.127539
sh.601618,2018-04-28,2018-03-31,0.095421,0.084759,0.161090,0.142857,0.152017
sh.601618,2018-08-31,2018-06-30,0.087938,0.095708,0.199158,0.090909,0.086934
sh.601618,2018-10-30,2018-09-30,0.035366,0.102071,0.115064,0.125000,0.061044
sh.601618,2019-03-30,2018-12-31,0.017497,0.058738,0.127946,0.000000,0.051158
sh.601618,2019-04-29,2019-03-31,0.019451,0.068062,0.096586,0.125000,0.063816
sh.601618,2019-08-31,2019-06-30,0.035450,0.028871,0.079821,0.083333,0.085885
sh.601618,2019-10-31,2019-09-30,0.128530,0.016096,0.092465,0.055556,0.071511
sh.601618,2020-04-01,2019-12-31,0.166855,0.044634,0.000821,0.038462,0.035805
sh.601618,2020-04-29,2020-03-31,0.109217,0.064206,0.106933,0.000000,0.070864
sh.601618,2020-08-29,2020-06-30,0.080874,0.076519,0.131888,0.076923,0.137808
sh.601618,2020-10-31,2020-09-30,-0.044250,0.094404,0.196089,0.000000,0.141904
sh.601618,2021-03-30,2020-12-31,-0.000593,0.104441,0.238298,0.185185,0.191292
sh.601618,2021-04-30,2021-03-31,0.052359,0.102037,0.277299,0.111111,0.129448
sh.601618,2021-08-31,2021-06-30,0.087596,0.140934,0.541168,0.500000,0.374589
sh.601618,2021-10-30,2021-09-30,0.197377,0.151958,0.447017,0.368421,0.330094
sh.601618,2022-03-30,2021-12-31,0.098102,0.073218,0.237130,0.093750,0.065222
sh.601618,2022-04-30,2022-03-31,0.099221,0.104751,0.248664,0.200000,0.254573
sh.601618,2022-08-31,2022-06-30,0.098496,0.094514,0.115890,0.142857,0.189094
sh.601618,2022-10-28,2022-09-30,0.043199,0.093381,0.048451,0.076923,0.095163
sh.601618,2023-03-30,2022-12-31,0.126642,0.077123,0.113747,0.285714,0.226554
sh.601618,2023-04-28,2023-03-31,0.293808,0.090031,0.156940,0.250000,0.257654
sh.601628,2013-04-26,2013-03-31,0.132074,0.173089,0.786545,0.800000,0.791467
sh.601628,2013-08-29,2013-06-30,0.080432,0.121409,0.676214,0.676471,0.681162
sh.601628,2013-10-26,2013-09-30,0.112946,0.099150,2.147299,2.230769,2.189149
sh.601628,2014-03-26,2013-12-31,-0.003410,0.038983,1.218595,1.256410,1.238948
sh.601628,2014-04-26,2014-03-31,-0.032741,0.057805,-0.280363,-0.277778,-0.282723
sh.601628,2014-08-28,2014-06-30,0.043110,0.068587,0.136330,0.140351,0.136375
sh.601628,2014-10-29,2014-09-30,0.092432,0.094285,0.162927,0.154762,0.163114
sh.601628,2015-03-25,2014-12-31,0.289519,0.138689,0.300144,0.295455,0.300666
sh.601628,2015-04-29,2015-03-31,0.346835,0.120244,0.694384,0.653846,0.697703
sh.601628,2015-08-27,2015-06-30,0.292457,0.122371,0.710359,0.707692,0.710708
sh.601628,2015-10-29,2015-09-30,0.158555,0.082412,0.231030,0.237113,0.228070
sh.601628,2016-03-24,2015-12-31,0.135052,0.089803,0.082211,0.070175,0.077241
sh.601628,2016-04-29,2016-03-31,0.041231,0.107621,-0.566335,-0.581395,-0.572081
sh.601628,2016-08-26,2016-06-30,-0.025725,0.088038,-0.664492,-0.675676,-0.669885
sh.601628,2016-10-28,2016-09-30,0.034081,0.154500,-0.592929,-0.608333,-0.600201
sh.601628,2017-03-24,2016-12-31,-0.058516,0.101554,-0.443402,-0.459016,-0.448774
sh.601628,2017-04-28,2017-03-31,-0.017305,0.103002,0.171327,0.166667,0.171015
sh.601628,2017-08-25,2017-06-30,0.018640,0.110483,0.173288,0.194444,0.177682
sh.601628,2017-10-27,2017-09-30,0.044755,0.069884,0.955104,1.000000,0.982924
sh.601628,2018-03-23,2017-12-31,0.057018,0.074395,0.672300,0.712121,0.686255
sh.601628,2018-04-27,2018-03-31,0.084934,0.064375,1.173961,1.285714,1.198406
sh.601628,2018-08-24,2018-06-30,0.046705,0.058463,0.337096,0.325581,0.341529
sh.601628,2018-10-26,2018-09-30,0.023498,0.086447,-0.253849,-0.265957,-0.259310
sh.601628,2019-03-28,2018-12-31,-0.007983,0.123141,-0.635564,-0.654867,-0.646700
sh.601628,2019-04-26,2019-03-31,0.086530,0.129580,0.917856,0.916667,0.925877
sh.601628,2019-08-23,2019-06-30,0.140634,0.143495,1.270790,1.315789,1.289411
sh.601628,2019-10-30,2019-09-30,0.176670,0.158055,1.868722,1.942029,1.904122
sh.601628,2020-03-26,2019-12-31,0.268219,0.145136,3.944202,4.256410,4.115138
sh.601628,2020-04-24,2020-03-31,0.135469,0.148648,-0.338754,-0.347826,-0.343551
sh.601628,2020-08-27,2020-06-30,0.128848,0.139711,-0.181049,-0.189394,-0.187877
sh.601628,2020-10-29,2020-09-30,0.073949,0.124860,-0.177435,-0.182266,-0.184118
sh.601628,2021-03-26,2020-12-31,0.114639,0.141055,-0.129274,-0.136585,-0.137578
sh.601628,2021-04-29,2021-03-31,0.130602,0.153628,0.673306,0.683333,0.672850
sh.601628,2021-08-26,2021-06-30,0.133547,0.173160,0.343474,0.355140,0.341903
sh.601628,2021-10-29,2021-09-30,0.127736,0.165649,0.034849,0.036145,0.030248
sh.601628,2022-03-25,2021-12-31,0.063390,0.150176,0.020225,0.016949,0.013212
sh.601628,2022-04-28,2022-03-31,-0.005642,0.099745,-0.464270,-0.465347,-0.469022
sh.601628,2022-08-26,2022-06-30,0.017820,0.111918,-0.372672,-0.379310,-0.379613
sh.601628,2022-10-28,2022-09-30,-0.036926,0.083659,-0.349107,-0.360465,-0.358227
sh.601628,2023-03-30,2022-12-31,-0.089533,0.073481,-0.358670,-0.366667,-0.368042
sh.601628,2023-04-28,2023-03-31,-0.008910,0.111220,0.174710,0.166667,0.180372
sh.601633,2013-04-26,2013-03-31,0.312903,0.267540,0.714888,0.722222,0.733853
sh.601633,2013-08-23,2013-06-30,0.313174,0.215466,0.721506,0.740260,0.736692
