code,pubDate,statDate,YOYEquity,YOYAsset,YOYNI,YOYEPSBasic,YOYPNI
sh.600000,2013-04-27,2013-03-31,0.189692,0.215097,0.128467,0.127660,0.127819
sh.600000,2013-08-14,2013-06-30,0.152278,0.142275,0.129503,0.130435,0.127552
sh.600000,2013-10-31,2013-09-30,0.153423,0.143772,0.143521,0.141328,0.141315
sh.600000,2014-03-20,2013-12-31,0.151428,0.169888,0.200781,0.196721,0.197040
sh.600000,2014-04-30,2014-03-31,0.159761,0.097591,0.207463,0.203354,0.202965
sh.600000,2014-08-14,2014-06-30,0.169295,0.133136,0.172546,0.169394,0.168678
sh.600000,2014-10-31,2014-09-30,0.181920,0.100920,0.171999,0.166979,0.167047
sh.600000,2015-03-19,2014-12-31,0.272998,0.140158,0.149515,0.149043,0.149162
sh.600000,2015-04-30,2015-03-31,0.317468,0.137637,0.046355,0.045296,0.045191
sh.600000,2015-08-20,2015-06-30,0.308659,0.171370,0.055058,0.054321,0.055041
sh.600000,2015-10-30,2015-09-30,0.297961,0.218869,0.065630,0.067524,0.067904
sh.600000,2016-04-07,2015-12-31,0.211405,0.202203,0.076795,0.057120,0.076086
sh.600000,2016-04-30,2016-03-31,0.203598,0.228571,0.241047,0.160000,0.243702
sh.600000,2016-08-11,2016-06-30,0.209124,0.166724,0.120783,0.054936,0.119943
sh.600000,2016-10-29,2016-09-30,0.198311,0.153786,0.097745,0.034235,0.094720
sh.600000,2017-04-01,2016-12-31,0.167456,0.161153,0.052572,-0.007432,0.049304
sh.600000,2017-04-27,2017-03-31,0.106050,0.126566,0.043605,0.000000,0.038788
sh.600000,2017-08-30,2017-06-30,0.120243,0.101298,0.054808,0.021053,0.052111
sh.600000,2017-10-28,2017-09-30,0.159937,0.089779,0.030580,0.006944,0.029743
sh.600000,2018-04-28,2017-12-31,0.156156,0.047800,0.024666,-0.005405,0.021827
sh.600000,2018-04-28,2018-03-31,0.126714,0.041315,-0.012835,-0.061224,-0.010856
sh.600000,2018-08-30,2018-06-30,0.139222,0.029814,0.013253,-0.020619,0.014344
sh.600000,2018-10-31,2018-09-30,0.091073,0.004181,0.029908,-0.006897,0.031390
sh.600000,2019-03-26,2018-12-31,0.108504,0.024826,0.027508,0.005435,0.030521
sh.600000,2019-04-30,2019-03-31,0.140998,0.067925,0.149803,0.152174,0.150577
sh.600000,2019-08-24,2019-06-30,0.117748,0.093265,0.121488,0.126316,0.123806
sh.600000,2019-10-30,2019-09-30,0.186028,0.115201,0.119091,0.125000,0.119032
sh.600000,2020-04-25,2019-12-31,0.174524,0.113890,0.052924,0.054054,0.053600
sh.600000,2020-04-25,2020-03-31,0.177756,0.114666,0.054436,0.056604,0.054803
sh.600000,2020-08-29,2020-06-30,0.146376,0.129310,-0.097405,-0.102804,-0.098144
sh.600000,2020-10-31,2020-09-30,0.060865,0.130150,-0.075188,-0.104938,-0.074623
sh.600000,2021-03-27,2020-12-31,0.152269,0.134784,-0.008621,-0.035897,-0.009947
sh.600000,2021-04-30,2021-03-31,0.139439,0.104979,0.075699,0.089286,0.076954
sh.600000,2021-08-28,2021-06-30,0.155231,0.080044,0.032474,0.031250,0.030496
sh.600000,2021-10-30,2021-09-30,0.156343,0.050805,-0.067736,-0.075862,-0.071655
sh.600000,2022-04-28,2021-12-31,0.049844,0.023463,-0.088604,-0.138298,-0.091247
sh.600000,2022-04-28,2022-03-31,0.048268,0.044140,0.039243,0.049180,0.036958
sh.600000,2022-08-27,2022-06-30,0.050124,0.047130,0.012978,0.010101,0.011261
sh.600000,2022-10-29,2022-09-30,0.044510,0.044760,-0.023950,-0.022388,-0.025857
sh.600000,2023-04-19,2022-12-31,0.041589,0.069794,-0.032902,-0.037037,-0.034564
sh.600000,2023-04-29,2023-03-31,0.038595,0.052162,-0.175894,-0.203125,-0.183464
sh.600009,2013-04-27,2013-03-31,0.030570,0.034941,0.162282,0.157895,0.152028
sh.600009,2013-08-29,2013-06-30,0.067262,0.044055,0.183565,0.179487,0.182943
sh.600009,2013-10-30,2013-09-30,0.075110,0.070160,0.234989,0.245902,0.244157
sh.600009,2014-03-29,2013-12-31,0.073479,0.077773,0.177297,0.182927,0.184557
sh.600009,2014-04-29,2014-03-31,0.076856,0.074942,0.192946,0.181818,0.202645
sh.600009,2014-08-16,2014-06-30,0.089584,0.074462,0.141078,0.152174,0.151705
sh.600009,2014-10-30,2014-09-30,0.085296,0.096592,0.072024,0.078947,0.079040
sh.600009,2015-03-12,2014-12-31,0.089551,0.100234,0.112311,0.123711,0.118899
sh.600009,2015-04-28,2015-03-31,0.093689,0.114271,0.215458,0.269231,0.231290
sh.600009,2015-08-28,2015-06-30,0.096832,0.103505,0.239799,0.264151,0.256084
sh.600009,2015-10-28,2015-09-30,0.098470,0.103561,0.205584,0.219512,0.219179
sh.600009,2016-03-12,2015-12-31,0.100582,0.114028,0.192890,0.201835,0.208013
sh.600009,2016-04-28,2016-03-31,0.097983,0.097286,0.017230,0.000000,0.021532
sh.600009,2016-08-27,2016-06-30,0.095273,0.092480,0.086212,0.089552,0.088992
sh.600009,2016-10-29,2016-09-30,0.095515,0.081368,0.089736,0.090000,0.093538
sh.600009,2017-03-18,2016-12-31,0.097298,0.050868,0.104852,0.114504,0.108325
sh.600009,2017-04-28,2017-03-31,0.101497,0.067299,0.230639,0.242424,0.234602
sh.600009,2017-08-26,2017-06-30,0.107524,0.096181,0.202163,0.205479,0.205603
sh.600009,2017-10-28,2017-09-30,0.117855,0.011245,0.271099,0.284404,0.279079
sh.600009,2018-03-24,2017-12-31,0.127174,0.022408,0.300643,0.308219,0.312854
sh.600009,2018-04-27,2018-03-31,0.132624,0.025104,0.276525,0.292683,0.286179
sh.600009,2018-08-25,2018-06-30,0.124933,0.019424,0.182801,0.193182,0.192094
sh.600009,2018-10-30,2018-09-30,0.124858,0.119237,0.162866,0.164286,0.166566
sh.600009,2019-03-23,2018-12-31,0.123897,0.122746,0.148840,0.151832,0.148782
sh.600009,2019-04-27,2019-03-31,0.133348,0.135958,0.360390,0.358491,0.366715
sh.600009,2019-08-28,2019-06-30,0.139714,0.132789,0.335725,0.333333,0.335367
sh.600009,2019-10-30,2019-09-30,0.140438,0.217530,0.269842,0.269939,0.271922
sh.600009,2020-03-28,2019-12-31,0.133060,0.201835,0.187185,0.186364,0.188773
sh.600009,2020-04-29,2020-03-31,0.082592,0.127642,-0.920592,-0.944444,-0.942081
sh.600009,2020-08-29,2020-06-30,0.014242,0.075743,-1.121295,-1.142857,-1.142910
sh.600009,2020-10-31,2020-09-30,-0.039525,-0.049701,-1.166424,-1.183575,-1.184611
sh.600009,2021-03-27,2020-12-31,-0.087143,-0.106777,-1.222128,-1.252874,-1.251809
sh.600009,2021-04-29,2021-03-31,-0.103037,0.453299,-4.678009,-6.750000,-6.416263
sh.600009,2021-08-28,2021-06-30,-0.053880,0.451639,-1.035124,-0.900000,-0.920021
sh.600009,2021-10-23,2021-09-30,-0.059853,0.498376,-0.706095,-0.710526,-0.696540
sh.600009,2022-04-16,2021-12-31,-0.058563,0.548877,-0.388266,-0.348485,-0.350757
sh.600009,2022-04-30,2022-03-31,-0.061956,-0.071746,-0.167146,-0.130435,-0.165228
sh.600009,2022-08-31,2022-06-30,-0.078237,-0.030457,-0.787973,-0.710526,-0.697744
sh.600009,2022-10-29,2022-09-30,0.451764,0.328439,-1.325891,-0.953488,-0.964597
sh.600009,2023-04-29,2022-12-31,0.103795,-0.000994,-1.079867,-0.852941,-0.897672
sh.600009,2023-04-29,2023-03-31,0.463485,0.438780,0.873357,0.818182,0.803024
sh.600010,2013-04-27,2013-03-31,0.483420,0.343056,-0.531581,-0.500000,-0.515766
sh.600010,2013-08-31,2013-06-30,0.487882,0.454689,-0.624488,-0.750000,-0.577114
sh.600010,2013-10-31,2013-09-30,0.485804,0.382909,-0.474057,-0.500000,-0.408434
sh.600010,2014-03-08,2013-12-31,0.116942,0.212989,-0.371660,-0.500000,-0.366113
sh.600010,2014-04-29,2014-03-31,-0.011877,0.228833,-1.169878,-1.100000,-1.111727
sh.600010,2014-08-28,2014-06-30,-0.006900,0.126328,-0.760496,-0.697368,-0.699261
sh.600010,2014-10-30,2014-09-30,-0.009814,0.200779,-0.740081,-0.825000,-0.709141
sh.600010,2015-04-29,2014-12-31,0.001885,0.148576,-0.190469,-0.203822,-0.200904
sh.600010,2015-04-29,2015-03-31,0.002181,0.158561,1.368755,2.200000,1.948677
sh.600010,2015-08-28,2015-06-30,1.544733,0.512160,-18.827538,-6.260870,-13.424458
sh.600010,2015-10-30,2015-09-30,1.631275,0.504066,-2.702179,-1.567568,-2.656613
sh.600010,2016-04-20,2015-12-31,1.321340,0.378935,-3.833047,-2.769231,-3.838865
sh.600010,2016-04-30,2016-03-31,1.456239,0.352715,-4.422988,-2.609524,-4.283289
sh.600010,2016-08-26,2016-06-30,-0.018153,0.009242,1.067519,1.089888,1.178701
sh.600010,2016-10-29,2016-09-30,-0.042927,-0.047911,1.158927,1.126984,1.177595
sh.600010,2017-04-21,2016-12-31,0.002909,-0.024097,1.025780,1.020186,1.025718
sh.600010,2017-04-28,2017-03-31,0.018615,0.008657,1.351229,1.360947,1.359138
sh.600010,2017-08-24,2017-06-30,0.014978,0.015959,51.163949,15.125000,20.355280
sh.600010,2017-10-27,2017-09-30,0.028130,0.024059,5.583083,3.291667,4.978115
sh.600010,2018-04-20,2017-12-31,0.044496,0.036784,23.090349,16.384615,23.240454
sh.600010,2018-04-27,2018-03-31,0.053744,0.029366,2.235009,1.278689,2.221856
sh.600010,2018-08-29,2018-06-30,0.056684,0.031649,1.449737,1.410853,1.409970
sh.600010,2018-10-31,2018-09-30,0.065136,0.024483,0.644564,0.634304,0.637973
sh.600010,2019-04-19,2018-12-31,0.063502,0.014718,0.623461,0.615044,0.612494
sh.600010,2019-04-30,2019-03-31,0.060470,-0.017722,-0.234215,-0.230216,-0.235025
sh.600010,2019-08-28,2019-06-30,0.061667,-0.011348,-0.264577,-0.266881,-0.264649
sh.600010,2019-10-30,2019-09-30,0.037180,0.005315,-0.483546,-0.483168,-0.483991
sh.600010,2020-04-30,2019-12-31,0.004551,-0.011519,-0.731475,-0.835616,-0.799044
sh.600010,2020-04-30,2020-03-31,-0.011849,-0.009954,-1.544971,-1.542056,-1.664912
sh.600010,2020-08-31,2020-06-30,-0.018868,-0.032953,-0.813701,-0.921053,-0.919274
sh.600010,2020-10-30,2020-09-30,-0.017090,-0.036344,-0.698074,-0.858238,-0.859379
sh.600010,2021-04-30,2020-12-31,0.001619,-0.019474,-0.259944,-0.258333,-0.392215
sh.600010,2021-04-30,2021-03-31,0.024537,0.049516,4.266670,3.017241,3.266618
sh.600010,2021-08-27,2021-06-30,0.057522,0.091932,15.130958,32.666667,31.881361
sh.600010,2021-10-30,2021-09-30,0.073056,0.062774,10.832966,21.270270,21.598084
sh.600010,2022-04-15,2021-12-31,0.046840,0.025971,3.787299,6.089888,6.060948
sh.600010,2022-04-28,2022-03-31,0.037282,0.001641,-0.721808,-0.376068,-0.549224
sh.600010,2022-08-26,2022-06-30,-0.013518,-0.007788,-0.929998,-0.848933,-0.848361
sh.600010,2022-10-28,2022-09-30,-0.052658,-0.029084,-1.278655,-1.199029,-1.197482
sh.600010,2023-04-22,2022-12-31,-0.051341,-0.008420,-1.456168,-1.255151,-1.254655
sh.600010,2023-04-28,2023-03-31,-0.051127,-0.007447,-0.752638,-0.178082,-0.121477
sh.600011,2013-04-24,2013-03-31,0.125234,-0.006677,1.833820,1.571429,1.777650
sh.600011,2013-07-31,2013-06-30,0.115440,0.007034,1.746951,1.625000,1.669112
sh.600011,2013-10-23,2013-09-30,0.122431,-0.004804,1.231786,1.166667,1.190135
sh.600011,2014-03-19,2013-12-31,0.110955,0.013287,0.912358,0.785714,0.792598
sh.600011,2014-04-23,2014-03-31,0.134944,0.013958,0.387052,0.444444,0.442164
sh.600011,2014-07-30,2014-06-30,0.109033,0.011067,0.171069,0.142857,0.137032
sh.600011,2014-10-22,2014-09-30,0.101961,0.024138,0.106759,0.092308,0.088049
sh.600011,2015-03-25,2014-12-31,0.120659,0.045683,0.019830,0.000000,0.002435
sh.600011,2015-04-22,2015-03-31,0.070288,0.133327,0.207487,0.166667,0.210180
sh.600011,2015-08-26,2015-06-30,0.101381,0.124244,0.189751,0.166667,0.194768
sh.600011,2015-10-21,2015-09-30,0.116401,0.135416,0.167497,0.135802,0.167384
sh.600011,2016-03-23,2015-12-31,0.058886,-0.003826,0.142592,0.104651,0.131619
sh.600011,2016-04-27,2016-03-31,0.190770,0.011976,-0.198007,-0.257143,-0.215831
sh.600011,2016-08-03,2016-06-30,0.136433,0.006349,-0.306486,-0.349206,-0.305375
sh.600011,2016-10-26,2016-09-30,0.110063,0.008164,-0.294099,-0.326087,-0.290603
sh.600011,2017-03-22,2016-12-31,0.026603,0.032322,-0.385389,-0.389474,-0.360637
sh.600011,2017-04-26,2017-03-31,-0.118671,0.260615,-0.858822,-0.878788,-0.869723
sh.600011,2017-08-02,2017-06-30,-0.125647,0.275422,-0.897416,-0.901961,-0.898759
sh.600011,2017-10-25,2017-09-30,-0.080952,0.277446,-0.765579,-0.739726,-0.743027
sh.600011,2018-03-14,2017-12-31,-0.145174,-0.002806,-0.838296,-0.838235,-0.827290
sh.600011,2018-04-25,2018-03-31,0.038958,0.018771,0.781563,1.000000,0.869642
sh.600011,2018-08-01,2018-06-30,0.092917,0.002999,1.685574,1.600000,1.702875
sh.600011,2018-10-24,2018-09-30,0.060780,-0.002537,-0.126827,-0.368421,-0.293297
sh.600011,2019-03-20,2018-12-31,0.099942,0.055160,0.207907,-0.363636,-0.174235
sh.600011,2019-04-26,2019-03-31,0.123355,0.045501,1.040422,1.000000,1.142692
sh.600011,2019-07-31,2019-06-30,0.133173,0.051654,0.747377,0.769231,0.791063
sh.600011,2019-10-23,2019-09-30,0.120397,0.059657,1.409755,1.666667,1.709547
sh.600011,2020-04-01,2019-12-31,0.184106,0.025171,-0.012251,-0.142857,0.172063
sh.600011,2020-04-22,2020-03-31,0.189581,0.036435,-0.211584,-0.312500,-0.224244
sh.600011,2020-08-19,2020-06-30,0.360610,0.059325,0.460467,0.391304,0.497287
sh.600011,2020-10-28,2020-09-30,0.406038,0.055249,0.655598,0.562500,0.693401
sh.600011,2021-03-24,2020-12-31,0.234301,0.055920,1.559832,2.000000,1.915131
sh.600011,2021-04-28,2021-03-31,0.208233,0.070093,0.429724,0.545455,0.517520
sh.600011,2021-07-28,2021-06-30,0.031921,0.054333,-0.273108,-0.343750,-0.252977
sh.600011,2021-10-27,2021-09-30,-0.081393,0.061844,-0.925795,-1.100000,-0.914232
sh.600011,2022-03-23,2021-12-31,-0.135112,0.118352,-3.221958,-5.388889,-3.248497
sh.600011,2022-04-27,2022-03-31,-0.154831,0.101836,-1.271444,-1.529412,-1.299593
sh.600011,2022-07-27,2022-06-30,-0.156239,0.070528,-1.730346,-2.181818,-1.676040
sh.600011,2022-10-26,2022-09-30,-0.123162,0.071995,-5.998866,-7.750000,-4.765560
sh.600011,2023-03-22,2022-12-31,0.028432,0.025001,0.187775,0.207792,0.261739
sh.600011,2023-04-26,2023-03-31,0.218582,0.039251,3.215955,2.111111,3.353020
sh.600015,2013-04-26,2013-03-31,0.174771,0.215187,0.255505,0.264706,0.254702
sh.600015,2013-08-09,2013-06-30,0.197058,0.112687,0.201317,0.205882,0.201448
sh.600015,2013-10-31,2013-09-30,0.151838,0.072846,0.212092,0.213592,0.212286
sh.600015,2014-04-18,2013-12-31,0.143599,0.123307,0.212176,0.208333,0.211690
sh.600015,2014-04-30,2014-03-31,0.151765,0.141621,0.263978,0.272727,0.261695
sh.600015,2014-08-07,2014-06-30,0.113995,0.180080,0.190737,0.182927,0.187671
sh.600015,2014-10-31,2014-09-30,0.174463,0.149685,0.187652,0.184000,0.183917
sh.600015,2015-04-17,2014-12-31,0.187755,0.107137,0.161950,0.160920,0.159616
sh.600015,2015-04-30,2015-03-31,0.174527,0.050105,0.114209,0.095238,0.111231
sh.600015,2015-08-08,2015-06-30,0.214839,0.077969,0.071577,0.074074,0.068397
sh.600015,2015-10-31,2015-09-30,0.165126,0.093057,0.057889,0.056911,0.055779
sh.600015,2016-04-19,2015-12-31,0.159869,0.091258,0.051545,0.053571,0.050164
sh.600015,2016-04-30,2016-03-31,0.348407,0.150116,0.073628,0.051282,0.071325
sh.600015,2016-08-11,2016-06-30,0.290150,0.173851,0.060674,0.057471,0.060779
sh.600015,2016-10-31,2016-09-30,0.322213,0.165943,0.050644,0.053846,0.050676
sh.600015,2017-04-29,2016-12-31,0.293224,0.166104,0.042423,0.039548,0.042048
sh.600015,2017-04-29,2017-03-31,0.094627,0.145431,0.018602,-0.170732,0.015346
sh.600015,2017-08-11,2017-06-30,0.107481,0.076672,0.003037,-0.090909,0.001018
sh.600015,2017-10-31,2017-09-30,0.099675,0.075676,-0.024578,-0.087719,-0.026681
sh.600015,2018-04-20,2017-12-31,0.104288,0.064803,0.008959,-0.032680,0.007217
sh.600015,2018-04-28,2018-03-31,0.107747,0.060451,0.008801,0.000000,0.011114
sh.600015,2018-08-20,2018-06-30,0.109604,0.059478,0.020592,0.028571,0.020232
sh.600015,2018-10-31,2018-09-30,0.109269,0.068363,0.020590,0.028846,0.020103
sh.600015,2019-04-19,2018-12-31,0.292083,0.068417,0.052827,0.054054,0.052223
sh.600015,2019-04-30,2019-03-31,0.237576,0.098087,0.012650,-0.172414,0.012091
sh.600015,2019-08-13,2019-06-30,0.456450,0.177420,0.050935,-0.125000,0.050623
sh.600015,2019-10-31,2019-09-30,0.444827,0.156418,0.051566,-0.121495,0.050369
sh.600015,2020-04-17,2019-12-31,0.232324,0.126916,0.053798,-0.121795,0.050398
sh.600015,2020-04-30,2020-03-31,0.279946,0.112891,0.060090,0.083333,0.051260
sh.600015,2020-08-31,2020-06-30,0.052191,0.080366,-0.105590,-0.317460,-0.114389
sh.600015,2020-10-31,2020-09-30,0.046060,0.102568,-0.070434,-0.212766,-0.073734
sh.600015,2021-04-30,2020-12-31,0.048676,0.125473,-0.024734,-0.124088,-0.028761
sh.600015,2021-04-30,2021-03-31,0.045905,0.116233,0.107680,0.115385,0.106405
sh.600015,2021-08-31,2021-06-30,0.055029,0.077174,0.178030,0.232558,0.175967
sh.600015,2021-10-30,2021-09-30,0.063929,0.065320,0.150563,0.175676,0.146955
sh.600015,2022-04-30,2021-12-31,0.063001,0.081319,0.108262,0.125000,0.106228
sh.600015,2022-04-30,2022-03-31,0.059803,0.102099,0.050440,0.034483,0.050607
sh.600015,2022-08-30,2022-06-30,0.056400,0.092676,0.051000,0.056604,0.050091
sh.600015,2022-10-29,2022-09-30,0.054037,0.082486,0.060322,0.057471,0.054400
sh.600015,2023-04-28,2022-12-31,0.074306,0.060898,0.066393,0.059259,0.063735
sh.600015,2023-04-28,2023-03-31,0.010491,0.053451,0.041907,0.033333,0.040526
sh.600016,2013-04-25,2013-03-31,0.281314,0.365150,0.208762,0.147059,0.200938
sh.600016,2013-08-29,2013-06-30,0.236060,0.314574,0.210532,0.173913,0.204272
sh.600016,2013-10-31,2013-09-30,0.229849,0.179262,0.161395,0.134615,0.156335
sh.600016,2014-03-29,2013-12-31,0.212384,0.004424,0.129842,0.111940,0.125522
sh.600016,2014-04-26,2014-03-31,0.186106,-0.005383,0.145680,0.153846,0.150794
sh.600016,2014-08-29,2014-06-30,0.200323,0.047318,0.110539,0.119403,0.114404
sh.600016,2014-10-31,2014-09-30,0.230272,0.137667,0.097364,0.113402,0.103980
sh.600016,2015-03-31,2014-12-31,0.214605,0.244536,0.052793,0.056452,0.053645
sh.600016,2015-04-22,2015-03-31,0.203909,0.223830,0.049346,0.054054,0.055301
sh.600016,2015-08-29,2015-06-30,0.261387,0.204293,0.045265,0.040000,0.047243
sh.600016,2015-10-31,2015-09-30,0.252268,0.160640,0.043628,0.018519,0.043477
sh.600016,2016-03-31,2015-12-31,0.254333,0.125912,0.031931,-0.007634,0.035132
sh.600016,2016-04-30,2016-03-31,0.223438,0.200172,0.028157,-0.025641,0.024594
sh.600016,2016-08-30,2016-06-30,0.137345,0.220663,0.015767,-0.038462,0.016618
sh.600016,2016-10-29,2016-09-30,0.116465,0.288406,0.021145,-0.027273,0.020481
sh.600016,2017-03-31,2016-12-31,0.137349,0.304199,0.037344,0.007692,0.037562
sh.600016,2017-04-27,2017-03-31,0.148335,0.235606,0.039931,0.026316,0.035970
sh.600016,2017-08-29,2017-06-30,0.142487,0.098482,0.032922,0.026667,0.031775
sh.600016,2017-10-31,2017-09-30,0.135289,0.013474,0.030535,0.028037,0.027577
sh.600016,2018-03-30,2017-12-31,0.106191,0.001053,0.043954,0.030534,0.041176
sh.600016,2018-04-28,2018-03-31,0.078547,0.007706,0.042672,0.051282,0.052328
sh.600016,2018-08-31,2018-06-30,0.090191,0.050966,0.043300,0.062500,0.054472
sh.600016,2018-10-31,2018-09-30,0.109406,0.044342,0.049894,0.054348,0.060681
sh.600016,2019-03-30,2018-12-31,0.108462,0.015712,-0.011626,0.008850,0.010319
sh.600016,2019-04-30,2019-03-31,0.134808,0.032360,0.055736,0.058824,0.056887
sh.600016,2019-08-31,2019-06-30,0.202223,0.046116,0.070847,0.058824,0.067695
sh.600016,2019-10-31,2019-09-30,0.194819,0.051613,0.068400,0.072165,0.066628
sh.600016,2020-03-31,2019-12-31,0.235128,0.114602,0.091278,0.070175,0.069386
sh.600016,2020-04-30,2020-03-31,0.229987,0.123485,0.052793,0.055556,0.054331
sh.600016,2020-08-29,2020-06-30,0.104925,0.126483,-0.099725,-0.152778,-0.100243
sh.600016,2020-10-31,2020-09-30,0.084096,0.104130,-0.178204,-0.240385,-0.180105
sh.600016,2021-03-31,2020-12-31,0.020607,0.040167,-0.360899,-0.418033,-0.362511
sh.600016,2021-04-30,2021-03-31,0.014487,0.014474,-0.130569,-0.105263,-0.114294
sh.600016,2021-08-28,2021-06-30,0.091046,-0.010211,-0.070987,-0.081967,-0.066671
sh.600016,2021-10-30,2021-09-30,0.100789,0.012788,-0.055762,-0.050633,-0.049345
sh.600016,2022-03-30,2021-12-31,0.084495,0.000367,-0.007094,0.000000,0.002099
sh.600016,2022-04-30,2022-03-31,0.075650,0.013448,-0.054529,-0.088235,-0.069370
sh.600016,2022-08-27,2022-06-30,0.025588,0.035485,-0.069305,-0.125000,-0.072225
sh.600016,2022-10-29,2022-09-30,0.020591,0.016864,-0.048714,-0.093333,-0.048158
sh.600016,2023-03-28,2022-12-31,0.044661,0.043563,0.026511,0.000000,0.025828
sh.600016,2023-04-29,2023-03-31,0.049339,0.062228,0.036399,0.064516,0.037015
sh.600018,2013-04-25,2013-03-31,0.054601,0.108637,0.087144,0.106173,0.104127
sh.600018,2013-08-29,2013-06-30,0.052686,0.073897,0.113905,0.132323,0.131910
sh.600018,2013-10-30,2013-09-30,0.055652,0.043903,0.103145,0.124597,0.124339
sh.600018,2014-03-28,2013-12-31,0.043651,0.017320,0.074718,0.057692,0.057606
sh.600018,2014-04-29,2014-03-31,0.048333,-0.035320,0.365041,0.410714,0.412186
sh.600018,2014-08-28,2014-06-30,0.058129,0.004359,0.137473,0.149866,0.149504
sh.600018,2014-10-30,2014-09-30,0.069784,0.039562,0.160688,0.180253,0.180701
sh.600018,2015-03-28,2014-12-31,0.095207,0.063963,0.250522,0.287446,0.287511
sh.600018,2015-04-30,2015-03-31,0.099966,0.085571,0.075608,0.045886,0.045794
sh.600018,2015-08-28,2015-06-30,0.132566,0.108226,0.084250,0.052754,0.056529
sh.600018,2015-10-30,2015-09-30,0.119153,0.075525,0.005457,-0.040856,-0.033054
sh.600018,2016-03-29,2015-12-31,0.092470,0.044924,0.002227,-0.040686,-0.030162
sh.600018,2016-04-30,2016-03-31,0.078381,0.031889,-0.188538,-0.204236,-0.189313
sh.600018,2016-08-30,2016-06-30,0.042255,0.035638,-0.074302,-0.072218,-0.058323
sh.600018,2016-10-29,2016-09-30,0.030770,0.207929,-0.137037,-0.133874,-0.125247
sh.600018,2017-03-29,2016-12-31,0.018717,0.185453,0.028305,0.049422,0.057391
sh.600018,2017-04-29,2017-03-31,0.051566,0.216393,-0.026842,-0.062738,-0.063983
sh.600018,2017-08-30,2017-06-30,0.036219,0.150128,0.156029,0.155679,0.156199
sh.600018,2017-10-31,2017-09-30,0.041586,0.016100,0.206684,0.203162,0.203458
sh.600018,2018-03-28,2017-12-31,0.144268,0.209361,0.588349,0.662659,0.662497
sh.600018,2018-04-28,2018-03-31,0.120713,0.199449,0.314156,0.444219,0.446222
sh.600018,2018-08-30,2018-06-30,0.125735,0.225420,-0.008673,0.004124,0.004063
sh.600018,2018-10-31,2018-09-30,0.121672,0.274745,0.038064,0.072993,0.072603
sh.600018,2019-03-28,2018-12-31,0.087266,0.022177,-0.106986,-0.109281,-0.109208
sh.600018,2019-04-30,2019-03-31,0.115344,-0.029561,0.124368,0.164326,0.164301
sh.600018,2019-08-01,2019-06-30,0.129552,0.000244,0.222000,0.291581,0.291359
sh.600018,2019-10-31,2019-09-30,0.149878,-0.077531,0.264317,0.324263,0.324482
sh.600018,2020-04-10,2019-12-31,,,-0.134778,-0.117952,-0.118142
sh.600018,2020-04-30,2020-03-31,0.052298,0.040801,-0.109869,-0.132690,-0.133037
sh.600018,2020-08-28,2020-06-30,0.063632,0.107106,-0.113111,-0.122417,-0.122221
sh.600018,2020-10-31,2020-09-30,0.058021,0.110357,-0.108554,-0.111986,-0.111924
sh.600018,2021-03-30,2020-12-31,0.066553,0.096692,-0.074799,-0.083355,-0.083327
sh.600018,2021-04-30,2021-03-31,0.075907,0.099924,0.668356,0.771905,0.772131
sh.600018,2021-08-28,2021-06-30,0.127061,0.040285,1.117947,1.271739,1.270980
sh.600018,2021-10-30,2021-09-30,0.126070,0.074829,0.848951,0.954107,0.953907
sh.600018,2022-03-30,2021-12-31,0.140233,0.095320,0.685728,0.767364,0.767401
sh.600018,2022-04-30,2022-03-31,0.166273,0.051829,0.812974,0.861068,0.860394
sh.600018,2022-08-30,2022-06-30,0.138017,0.060443,0.219710,0.237905,0.240430
sh.600018,2022-10-29,2022-09-30,0.153045,0.062562,0.292618,0.322479,0.324183
sh.600018,2023-04-04,2022-12-31,0.125629,0.064491,0.156930,0.171559,0.173128
sh.600018,2023-04-29,2023-03-31,0.099984,0.105525,-0.348578,-0.353859,-0.353710
sh.600019,2013-04-26,2013-03-31,0.031516,-0.062344,0.324950,0.428571,0.332872
sh.600019,2013-08-24,2013-06-30,-0.035538,0.004976,-0.606228,-0.600000,-0.614693
sh.600019,2013-10-30,2013-09-30,-0.032424,0.015513,-0.552731,-0.548387,-0.569877
sh.600019,2014-03-29,2013-12-31,-0.001399,0.026058,-0.393254,-0.396552,-0.423322
sh.600019,2014-04-30,2014-03-31,0.007354,0.023685,-0.054042,-0.100000,-0.072309
sh.600019,2014-08-23,2014-06-30,0.030318,0.007004,-0.127993,-0.136364,-0.148209
sh.600019,2014-10-31,2014-09-30,0.036018,0.001680,0.091778,0.071429,0.079380
sh.600019,2015-03-27,2014-12-31,0.034823,0.008593,0.008337,0.000000,-0.004490
sh.600019,2015-04-24,2015-03-31,0.038379,0.002534,0.031845,0.000000,0.024570
sh.600019,2015-08-25,2015-06-30,0.027342,0.017896,-0.009582,0.000000,0.006489
sh.600019,2015-10-29,2015-09-30,0.003737,0.032228,-0.561475,-0.533333,-0.550092
sh.600019,2016-03-31,2015-12-31,-0.012732,0.023926,-0.882760,-0.828571,-0.825136
sh.600019,2016-04-28,2016-03-31,-0.015518,0.123600,-0.060117,0.000000,-0.012038
sh.600019,2016-08-31,2016-06-30,0.005795,0.142701,0.099470,0.105263,0.092614
