date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,peTTM,pbMRQ,psTTM,pcfNcfTTM,isST
2012-06-11,sz.000963,63.3189395300,63.9856886300,62.5855155200,63.9856886300,63.3189395300,762703,21811990.9100,1,0.272451,1,1.053000,30.298388,7.571518,1.033785,64.353643,0
2012-06-12,sz.000963,63.9856886300,65.5636615000,63.5856391700,65.5636615000,63.9856886300,784897,22892229.5300,1,0.280379,1,2.466100,31.045587,7.758242,1.059280,65.940690,0
2012-06-13,sz.000963,65.5636615000,66.8082598200,65.5636615000,65.6970113200,65.5636615000,956826,28526281.8700,1,0.341796,1,0.203400,31.108731,7.774022,1.061434,66.074806,0
2012-06-14,sz.000963,65.6303364100,66.4748852700,64.5190879100,65.5636615000,65.6970113200,1198609,35389056.8900,1,0.428165,1,-0.203000,31.045587,7.758242,1.059280,65.940690,0
2012-06-15,sz.000963,65.2302869500,66.1192857500,65.1636120400,65.5636615000,65.5636615000,452998,13400096.8800,1,0.161819,1,0.000000,31.045587,7.758242,1.059280,65.940690,0
2012-06-18,sz.000963,66.2304106000,66.6304600600,65.1858370100,66.4304353300,65.5636615000,1118188,33230387.2200,1,0.399437,1,1.322000,31.456020,7.860809,1.073284,66.812448,0
2012-06-19,sz.000963,65.7859112000,66.6304600600,65.7192362900,66.5637851500,66.4304353300,598888,17850940.6800,1,0.213934,1,0.200700,31.519164,7.876588,1.075438,66.946565,0
2012-06-20,sz.000963,66.1192857500,66.5193352100,64.6968876700,65.2302869500,66.5637851500,589975,17384886.0800,1,0.210750,1,-2.003300,30.887728,7.718793,1.053893,65.605398,0
2012-06-21,sz.000963,64.6746627000,67.1194094000,64.6746627000,65.5192115600,65.2302869500,702560,20603852.9000,1,0.250967,1,0.442900,31.024539,7.752982,1.058562,65.895984,0
2012-06-25,sz.000963,65.2302869500,66.2748605400,64.4524130000,65.4525366500,65.5192115600,501944,14803066.3900,1,0.179303,1,-0.101800,30.992967,7.745093,1.057484,65.828926,0
2012-06-26,sz.000963,65.0080372500,65.4525366500,64.2079383300,65.1191621000,65.4525366500,2080787,60470340.5800,1,0.743295,1,-0.509300,30.835108,7.705644,1.052098,65.493634,0
2012-06-27,sz.000963,64.4079630600,64.8969124000,63.5634142000,63.5634142000,65.1191621000,2350621,68120514.4400,1,0.839684,1,-2.389100,30.098434,7.521550,1.026963,63.928940,0
2012-06-28,sz.000963,63.5634142000,63.5634142000,63.5634142000,63.5634142000,63.5634142000,0,0.0000,1,,0,0.000000,30.098434,7.521550,1.026963,63.928940,0
2012-06-29,sz.000963,63.8301138400,67.5639088000,63.8301138400,67.1194094000,63.5634142000,3455754,103539889.0400,1,1.234458,1,5.594400,31.782262,7.942336,1.084415,67.505384,0
2012-07-02,sz.000963,67.5416838300,70.2309052000,67.2527592200,69.3196814300,67.1194094000,2446834,76241157.4200,1,0.874052,1,3.278100,32.824131,8.202697,1.119964,69.718309,0
