date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,peTTM,pbMRQ,psTTM,pcfNcfTTM,isST
2012-06-11,sh.600060,45.9351627700,47.4547822000,45.9351627700,47.1082023300,45.9351627700,6420172,112741670.0000,1,0.738907,1,2.553700,8.807975,2.050209,0.650912,110.422204,0
2012-06-12,sh.600060,46.7882824500,46.7882824500,45.8818427900,46.0151427400,47.1082023300,7600715,131430773.0000,1,0.874777,1,-2.320300,8.603602,2.002638,0.635809,107.860059,0
2012-06-13,sh.600060,46.1217827000,47.1881823000,45.4819429400,46.8416024300,46.0151427400,8178806,142362094.0000,1,0.941311,1,1.796100,8.758128,2.038607,0.647229,109.797291,0
2012-06-14,sh.600060,46.6016625200,47.3748022300,46.2550826500,46.4683625700,46.8416024300,5291153,92597857.0000,1,0.608966,1,-0.796800,8.688342,2.022363,0.642071,108.922412,0
2012-06-15,sh.600060,46.4417025800,46.9749023800,46.0151427400,46.6816424900,46.4683625700,5328548,92925344.0000,1,0.613270,1,0.459000,8.728220,2.031645,0.645018,109.422343,0
2012-06-18,sh.600060,46.9749023800,47.1881823000,46.3883826000,47.1615223100,46.6816424900,5494994,96716597.0000,1,0.632427,1,1.028000,8.817945,2.052530,0.651649,110.547187,0
2012-06-19,sh.600060,47.1082023300,48.5478417900,46.9215824000,47.6414021300,47.1615223100,10802519,194166578.0000,1,1.243278,1,1.017500,8.907669,2.073415,0.658280,111.672031,0
2012-06-20,sh.600060,47.6680621200,47.9346620200,47.1615223100,47.2681622700,47.6414021300,7427403,132325167.0000,1,0.854831,1,-0.783400,8.837884,2.057171,0.653123,110.797152,0
2012-06-21,sh.600060,47.1881823000,47.1881823000,44.7887832000,45.3753029800,47.2681622700,17223365,293661443.0000,1,1.982262,1,-4.004500,8.483969,1.974791,0.626968,106.360267,0
2012-06-25,sh.600060,45.0020631200,45.2153430400,44.2022634200,44.4688633200,45.3753029800,7879845,132082523.0000,1,0.906903,1,-1.997600,8.314489,1.935342,0.614444,104.235561,0
2012-06-26,sh.600060,44.4955233100,45.0820430900,44.1489434400,44.9487431400,44.4688633200,6701601,112348424.0000,1,0.771297,1,1.079100,8.404214,1.956227,0.621074,105.360405,0
2012-06-27,sh.600060,44.7887832000,45.1620230600,44.4955233100,44.7887832000,44.9487431400,4365563,73336710.0000,1,0.502439,1,-0.355900,8.374306,1.949265,0.618864,104.985457,0
2012-06-28,sh.600060,44.8687631700,44.8954231600,43.7757035800,44.2289234100,44.7887832000,4408544,73478286.0000,1,0.507386,1,-1.250000,8.269627,1.924900,0.611128,103.673139,0
2012-06-29,sh.600060,44.7887832000,44.8687631700,44.0156434900,44.8154431900,44.2289234100,5907110,98565650.0000,1,0.679858,1,1.326100,8.379291,1.950426,0.619232,105.047949,0
2012-07-02,sh.600060,45.2420030300,46.5750025300,45.0553831000,46.1484426900,44.8154431900,9052232,156287538.0000,1,1.041835,1,2.974400,8.628526,2.008440,0.637651,108.172516,0
2012-07-03,sh.600060,46.0418027300,47.1615223100,45.5352629200,45.9085027800,46.1484426900,7484254,130272242.0000,1,0.861374,1,-0.519900,8.583664,1.997997,0.634336,107.610094,0
2012-07-04,sh.600060,45.8285228100,46.1217827000,44.8687631700,45.1353630700,45.9085027800,6642687,112654532.0000,1,0.764516,1,-1.684100,8.439107,1.964349,0.623653,105.797845,0
2012-07-05,sh.600060,45.1353652200,45.3752343000,43.1364562200,43.9759980000,45.1353652200,8346867,91612284.0000,1,0.640435,1,-2.568600,8.224765,1.914457,0.607813,103.110717,0
2012-07-06,sh.600060,44.1758889000,44.5756707000,41.9770890000,42.8566089600,43.9759980000,22237573,237654244.0000,1,1.706236,1,-2.545500,8.015407,1.865725,0.592341,100.486081,0
2012-07-09,sh.600060,41.9770890000,42.0570453600,38.5789437000,38.5789437000,42.8566089600,43758742,433527544.0000,1,3.357505,1,-9.981300,7.215362,1.679501,0.533218,90.456220,0
2012-07-10,sh.600060,38.5789437000,38.7388564200,35.9803620000,37.2196855800,38.5789437000,36888641,341888589.0000,1,2.830378,1,-3.523300,6.961142,1.620327,0.514431,87.269161,0
2012-07-11,sh.600060,37.0997510400,37.9392928200,36.3801438000,37.9392928200,37.2196855800,21423265,198942538.0000,1,1.643756,1,1.933400,7.095729,1.651654,0.524377,88.956428,0
2012-07-12,sh.600060,37.6994237400,39.0986600400,37.0597728600,38.6589000600,37.9392928200,23880058,228477369.0000,1,1.832260,1,1.896700,7.230316,1.682982,0.534323,90.643694,0
2012-07-13,sh.600060,38.3790528000,39.0986600400,38.1791619000,38.2990964400,38.6589000600,12305680,118618992.0000,1,0.944186,1,-0.930700,7.163022,1.667318,0.529350,89.800061,0
2012-07-16,sh.600060,38.2191400800,38.2191400800,35.5006238400,36.1802529000,38.2990964400,13425787,121887166.0000,1,1.030129,1,-5.532400,6.766738,1.575076,0.500064,84.831999,0
2012-07-17,sh.600060,35.7404929200,37.0197946800,35.4606456600,36.8199037800,36.1802529000,15408273,140771882.0000,1,1.182240,1,1.768000,6.886371,1.602923,0.508905,86.331791,0
2012-07-18,sh.600060,36.9398383200,38.5389655200,36.7799256000,38.1391837200,36.8199037800,24168808,229607866.0000,1,1.854415,1,3.583100,7.133114,1.660356,0.527140,89.425113,0
2012-07-19,sh.600060,38.1791619000,38.6189218800,37.4995328400,38.0992055400,38.1391837200,15235754,145350364.0000,1,1.169003,1,-0.104800,7.125637,1.658616,0.526587,89.331376,0
2012-07-20,sh.600060,37.9392928200,37.9392928200,35.9403838200,36.1002965400,38.0992055400,35281021,323240353.0000,1,2.707029,1,-5.246600,6.739639,1.518812,0.494687,10.808347,0
2012-07-23,sh.600060,35.7804711000,35.7804711000,35.0208856800,35.4606456600,36.1002965400,16580022,146256107.0000,1,1.272146,1,-1.771900,6.620222,1.491901,0.485922,10.616837,0
2012-07-24,sh.600060,35.0608638600,36.4601001600,34.8209947800,36.1802529000,35.4606456600,14493856,130462771.0000,1,1.112079,1,2.029300,6.754566,1.522176,0.495782,10.832286,0
2012-07-25,sh.600060,35.9803620000,36.5800347000,35.5006238400,35.7804711000,36.1802529000,13837363,124674917.0000,1,1.061708,1,-1.105000,6.679930,1.505357,0.490304,10.712592,0
2012-07-26,sh.600060,35.7404929200,36.2202310800,35.6205583800,35.7005147400,35.7804711000,12139411,109271599.0000,1,0.931428,1,-0.223500,6.665003,1.501993,0.489209,10.688653,0
2012-07-27,sh.600060,35.8204492800,35.9803620000,35.0208856800,35.2607547600,35.7005147400,9645404,85671634.0000,1,0.740069,1,-1.231800,6.582903,1.483491,0.483182,10.556990,0
2012-07-30,sh.600060,35.2607547600,35.5406020200,33.9814530000,34.4611911600,35.2607547600,14024748,122077816.0000,1,1.076086,1,-2.267600,6.433631,1.449852,0.472226,10.317602,0
2012-07-31,sh.600060,34.3012784400,34.9409293200,33.4217584800,34.7010602400,34.4611911600,13277235,113727482.0000,1,1.018731,1,0.696100,6.478413,1.459944,0.475513,10.389419,0
2012-08-01,sh.600060,34.5411475200,35.3007329400,34.3412566200,34.7410384200,34.7010602400,11712931,101874575.0000,1,0.898705,1,0.115200,6.485877,1.461625,0.476061,10.401388,0
2012-08-02,sh.600060,34.5811257000,34.6610820600,33.4217584800,33.6216493800,34.7410384200,11475078,97329879.0000,1,0.880456,1,-3.222100,6.276895,1.414531,0.460722,10.066245,0
2012-08-03,sh.600060,33.9414748200,34.2213220800,33.2618457600,34.1813439000,33.6216493800,12695234,106768877.0000,1,0.974075,1,1.664700,6.381386,1.438078,0.468391,10.233817,0
2012-08-06,sh.600060,33.7815621000,34.9409293200,33.4617366600,34.8609729600,34.1813439000,21243852,181970167.0000,1,1.629991,1,1.988300,6.508267,1.466671,0.477704,10.437296,0
2012-08-07,sh.600060,34.8609729600,35.5006238400,34.6610820600,35.4606456600,34.8609729600,20571041,180627073.0000,1,1.578367,1,1.720200,6.620222,1.491901,0.485922,10.616837,0
2012-08-08,sh.600060,35.4606456600,35.5805802000,34.9409293200,35.3806893000,35.4606456600,11883124,104833150.0000,1,0.911764,1,-0.225500,6.605294,1.488537,0.484826,10.592898,0
2012-08-09,sh.600060,35.1807984000,36.1402747200,35.1408202200,36.0203401800,35.3806893000,13049293,116741535.0000,1,1.001241,1,1.807900,6.724712,1.515448,0.493591,10.784408,0
2012-08-10,sh.600060,36.1402747200,36.2202310800,35.2207765800,35.3407111200,36.0203401800,10533581,93694031.0000,1,0.808217,1,-1.886800,6.597831,1.486855,0.484278,10.580929,0
2012-08-13,sh.600060,35.1008420400,35.1008420400,34.1413657200,34.2213220800,35.3407111200,11593808,100259071.0000,1,0.889565,1,-3.167400,6.388850,1.439760,0.468939,10.245786,0
2012-08-14,sh.600060,34.1413657200,34.5011693400,33.5816712000,34.3412566200,34.2213220800,8169430,69530968.0000,1,0.626821,1,0.350500,6.411240,1.444806,0.470582,10.281694,0
2012-08-15,sh.600060,34.5811257000,34.5811257000,33.5816712000,33.8615184600,34.3412566200,8264285,70249748.0000,1,0.634099,1,-1.397000,6.321677,1.424622,0.464009,10.138062,0
2012-08-16,sh.600060,33.6216493800,33.9414748200,33.3817803000,33.5017148400,33.8615184600,7457937,62710778.0000,1,0.572230,1,-1.062600,6.254505,1.409485,0.459078,10.030337,0
2012-08-17,sh.600060,33.4617366600,34.0214311800,33.1019330400,33.9814530000,33.5017148400,10857517,91230235.0000,1,0.833072,1,1.432000,6.344068,1.429668,0.465652,10.173970,0
2012-08-20,sh.600060,33.7016057400,33.7016057400,32.9819985000,33.5816712000,33.9814530000,6632223,55337998.0000,1,0.508875,1,-1.176500,6.269432,1.412849,0.460174,10.054276,0
