date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,peTTM,pbMRQ,psTTM,pcfNcfTTM,isST
2012-06-11,sh.600415,143.3922662000,146.6202911500,141.3535136000,145.4310188000,144.4116425000,25899736,219617626.0000,1,2.153793,1,0.705900,35.840317,2.903945,6.655192,1112.104133,0
2012-06-12,sh.600415,144.4116425000,144.4116425000,140.3341373000,140.8438254500,145.4310188000,19274242,161846985.0000,1,1.602824,1,-3.154200,34.709840,2.812349,6.445274,1077.026082,0
2012-06-13,sh.600415,141.8632017500,144.0718504000,139.9943452000,143.3922662000,140.8438254500,25529719,214213022.0000,1,2.123023,1,1.809400,35.337883,2.863236,6.561895,1096.513888,0
2012-06-14,sh.600415,142.5427859500,145.0912267000,141.5234096500,141.8632017500,143.3922662000,19400324,163189347.0000,1,1.613309,1,-1.066400,34.961057,2.832704,6.491922,1084.821204,0
2012-06-15,sh.600415,142.8825780500,144.0718504000,140.1642412500,142.7126820000,141.8632017500,16563699,138685550.0000,1,1.377419,1,0.598800,35.170405,2.849666,6.530796,1091.317140,0
2012-06-18,sh.600415,143.2223701500,146.2804990500,142.8825780500,144.9213306500,142.7126820000,23116989,197202906.0000,1,1.922383,1,1.547600,35.714708,2.893768,6.631868,1108.206571,0
2012-06-19,sh.600415,145.2611227500,146.2804990500,143.0524741000,143.3922662000,144.9213306500,18847455,160849756.0000,1,1.567333,1,-1.055100,35.337883,2.863236,6.561895,1096.513888,0
2012-06-20,sh.600415,143.9019543500,144.9213306500,140.6739294000,141.1836175500,143.3922662000,19203147,160614025.0000,1,1.596912,1,-1.540300,34.793579,2.819134,6.460823,1079.624456,0
2012-06-21,sh.600415,141.1836175500,141.1836175500,137.2760084000,137.4459044500,141.1836175500,22829504,186075293.0000,1,1.898476,1,-2.647400,33.872449,2.744500,6.289779,1051.042340,0
2012-06-25,sh.600415,135.9168400000,138.2953847000,134.2178795000,134.2178795000,137.4459044500,21677903,173062386.0000,1,1.802710,1,-2.348600,33.076928,2.680043,6.142058,1026.357786,0
2012-06-26,sh.600415,134.3877755500,135.7469439500,132.5189190000,134.8974637000,134.2178795000,13852019,109474469.0000,1,1.151918,1,0.506300,33.244406,2.693613,6.173157,1031.554534,0
2012-06-27,sh.600415,135.0673597500,135.2372558000,130.9898545500,131.3296466500,134.8974637000,19648198,153866635.0000,1,1.633922,1,-2.644800,32.365146,2.622371,6.009887,1004.271606,0
2012-06-28,sh.600415,132.0092308500,133.7081913500,130.3102703500,130.9898545500,131.3296466500,14473397,112311709.0000,1,1.203591,1,-0.258700,32.281407,2.615586,5.994338,1001.673232,0
2012-06-29,sh.600415,130.9898545500,133.1985032000,128.7812059000,132.5189190000,130.9898545500,11024880,85306695.0000,1,0.916817,1,1.167300,32.658233,2.646118,6.064311,1013.365915,0
2012-07-02,sh.600415,133.8780874000,134.5576716000,132.5189190000,133.5382953000,132.5189190000,10258181,80621351.0000,1,0.853059,1,0.769200,32.909450,2.666473,6.110959,1021.161038,0
2012-07-03,sh.600415,133.5382953000,135.0673597500,132.3490229500,133.5382953000,133.5382953000,9328986,73423910.0000,1,0.775788,1,0.000000,32.909450,2.666473,6.110959,1021.161038,0
2012-07-04,sh.600415,133.5382953000,134.7275676500,132.1791269000,133.7081913500,133.5382953000,9227938,72365260.0000,1,0.767385,1,0.127200,32.951320,2.669866,6.118734,1022.460225,0
2012-07-05,sh.600415,132.6888150500,133.1985032000,129.6306861500,130.1403743000,133.7081913500,10496139,80885566.0000,1,0.872847,1,-2.668400,32.072059,2.598624,5.955464,995.177296,0
2012-07-06,sh.600415,131.1597506000,132.5189190000,127.2521414500,131.6694387500,130.1403743000,13761503,105315514.0000,1,1.144391,1,1.174900,32.448885,2.629156,6.025437,1006.869980,0
2012-07-09,sh.600415,130.3102703500,131.3296466500,124.7037007000,125.3832849000,131.6694387500,14398971,108544258.0000,1,1.197402,1,-4.774200,30.899713,2.503635,5.737771,958.800058,0
2012-07-10,sh.600415,124.3639086000,126.0628691000,124.0241165000,124.1940125500,125.3832849000,9008222,66137955.0000,1,0.749114,1,-0.948500,30.606626,2.479888,5.683347,949.705749,0
2012-07-11,sh.600415,124.7037007000,126.7424533000,124.0241165000,125.2133888500,124.1940125500,9187111,67711633.0000,1,0.763990,1,0.820800,30.857843,2.500243,5.729996,957.500871,0
2012-07-12,sh.600415,124.8735967500,128.2715177500,122.8348441500,126.2327651500,125.2133888500,15292989,113011012.0000,1,1.271748,1,0.814100,31.109060,2.520597,5.776645,965.295994,0
2012-07-13,sh.600415,126.2327651500,128.7812059000,125.3832849000,126.4026612000,126.2327651500,9162943,68555794.0000,1,0.761980,1,0.134600,31.150930,2.523990,5.784419,966.595181,0
2012-07-16,sh.600415,127.4220375000,127.4220375000,124.1940125500,124.3639086000,126.4026612000,9131754,67303367.0000,1,0.759386,1,-1.612900,30.648495,2.483280,5.691122,951.004936,0
2012-07-17,sh.600415,124.1940125500,132.3490229500,123.8542204500,130.6500624500,124.3639086000,19376848,146870150.0000,1,1.611357,1,5.054600,32.197668,2.608801,5.978788,999.074858,0
2012-07-18,sh.600415,130.3102703500,132.5189190000,128.2715177500,132.1791269000,130.6500624500,16044776,123547910.0000,1,1.334266,1,1.170400,32.574494,2.639333,6.048761,1010.767541,0
2012-07-19,sh.600415,133.8780874000,136.4265281500,131.6694387500,132.5189190000,132.1791269000,29290817,230449997.0000,1,2.435792,1,0.257100,32.658233,2.646118,6.064311,1013.365915,0
2012-07-20,sh.600415,131.4995427000,132.1791269000,128.6113098500,129.6306861500,132.5189190000,14880658,113757177.0000,1,1.237459,1,-2.179500,31.946451,2.588446,5.932140,991.279735,0
2012-07-23,sh.600415,128.7812059000,129.1209980000,126.5725572500,126.7424533000,129.6306861500,8874886,66604588.0000,1,0.738026,1,-2.228000,31.234669,2.530775,5.799969,969.193555,0
2012-07-24,sh.600415,126.2327651500,129.9704782500,125.5531809500,128.1016217000,126.7424533000,9492635,71477955.0000,1,0.789397,1,1.072400,31.569625,2.557914,5.862167,979.587051,0
2012-07-25,sh.600415,127.9317256500,128.4414138000,125.8929730500,126.0628691000,128.1016217000,8051534,60099486.0000,1,0.669557,1,-1.591500,31.067191,2.517205,5.768870,963.996807,0
2012-07-26,sh.600415,126.4026612000,127.0822454000,124.5338046500,124.7037007000,126.0628691000,8386376,62138554.0000,1,0.697402,1,-1.078200,30.732235,2.490065,5.706672,953.603310,0
2012-07-27,sh.600415,125.0434928000,125.7230770000,123.6843244000,125.2133888500,124.7037007000,7784253,57155485.0000,1,0.647330,1,0.408700,30.857843,2.500243,5.729996,957.500871,0
2012-07-30,sh.600415,125.7230770000,126.0628691000,122.4950520500,122.6649481000,125.2133888500,7081981,51749777.0000,1,0.588930,1,-2.035300,30.229800,2.449356,5.613375,938.013065,0
2012-07-31,sh.600415,122.4950520500,123.5144283500,120.2864034000,120.7960915500,122.6649481000,6629216,47615555.0000,1,0.551278,1,-1.523500,29.769235,2.412039,5.527852,923.722007,0
2012-08-01,sh.600415,121.4756757500,123.0047402000,120.6261955000,121.8154678500,120.7960915500,7638522,54798863.0000,1,0.635211,1,0.843900,30.020453,2.432393,5.574501,931.517130,0
2012-08-02,sh.600415,121.8154678500,122.3251560000,119.0971310500,119.6068192000,121.8154678500,8520459,60392958.0000,1,0.708552,1,-1.813100,29.476149,2.388291,5.473429,914.627698,0
2012-08-03,sh.600415,120.1165073500,121.8154678500,119.2670271000,121.8154678500,119.6068192000,6762014,48084179.0000,1,0.562322,1,1.846600,30.020453,2.432393,5.574501,931.517130,0
