date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,peTTM,pbMRQ,psTTM,pcfNcfTTM,isST
2012-06-11,sz.000860,24.4134063000,24.5828368800,23.7972951000,24.1053507000,24.4904202000,8733858,136678746.1300,1,1.991716,1,-1.572300,23.304262,2.337046,0.850929,9.686384,0
2012-06-12,sz.000860,24.1823646000,24.5828368800,24.0591423600,24.4288090800,24.1053507000,4902090,77480977.4500,1,1.117899,1,1.341900,23.616971,2.368406,0.862347,9.816361,0
2012-06-13,sz.000860,24.3517951800,25.0911286200,24.3209896200,25.0141147200,24.4288090800,4447038,71595600.0900,1,1.014127,1,2.396000,24.182826,2.425152,0.883008,10.051558,0
2012-06-14,sz.000860,24.8754897000,25.9690870800,24.7214619000,25.3991842200,25.0141147200,7145522,118354115.2500,1,1.629503,1,1.539400,24.555098,2.462485,0.896601,10.206292,0
2012-06-15,sz.000860,25.4607953400,25.5532120200,24.9525036000,25.4145870000,25.3991842200,3954142,64869342.6300,1,0.901724,1,0.060600,24.569989,2.463978,0.897145,10.212481,0
2012-06-18,sz.000860,25.5840175800,26.0152954200,25.4607953400,25.9998926400,25.4145870000,4562105,76463937.7500,1,1.040367,1,2.303000,25.135843,2.520724,0.917807,10.447678,0
2012-06-19,sz.000860,25.8458648400,25.9690870800,25.1835453000,25.2143508600,25.9998926400,4163429,68935699.4100,1,0.949451,1,-3.021300,24.376407,2.444565,0.890077,10.132019,0
2012-06-20,sz.000860,25.3067675400,25.3991842200,24.5366285400,24.5674341000,25.2143508600,4260640,68907307.6800,1,0.971619,1,-2.565700,23.750989,2.381845,0.867240,9.872065,0
2012-06-21,sz.000860,24.4288090800,24.8138785800,24.3055868400,24.7676702400,24.5674341000,2278049,36305612.6600,1,0.519499,1,0.815000,23.944571,2.401259,0.874309,9.952527,0
2012-06-25,sz.000860,24.6290452200,24.7214619000,24.1053507000,24.2439757200,24.7676702400,2089449,33091892.4600,1,0.476489,1,-2.114400,23.438281,2.350486,0.855822,9.742088,0
2012-06-26,sz.000860,24.1823646000,24.3209896200,23.8743090000,24.0437395800,24.2439757200,3645379,57063458.0800,1,0.831312,1,-0.825900,23.244699,2.331073,0.848754,9.661626,0
2012-06-27,sz.000860,24.0129340200,24.4596146400,23.8743090000,24.0591423600,24.0437395800,3077334,48244658.1600,1,0.701772,1,0.064100,23.259590,2.332566,0.849297,9.667816,0
2012-06-28,sz.000860,23.9975312400,24.3055868400,23.8126978800,23.9205173400,24.0591423600,3390598,53026132.4200,1,0.773210,1,-0.576200,23.125572,2.319126,0.844404,9.612111,0
2012-06-29,sz.000860,23.7356839800,24.7676702400,23.6124617400,24.6752535600,23.9205173400,4482373,71054957.1700,1,1.022185,1,3.155200,23.855226,2.392299,0.871046,9.915391,0
2012-07-02,sz.000860,25.0295175000,26.3387538000,24.6752535600,25.5840175800,24.6752535600,11580811,193648388.6800,1,2.640951,1,3.682900,24.733789,2.480405,0.903126,10.280565,0
2012-07-03,sz.000860,23.5508506200,24.3980035200,23.1041700000,23.3198089200,25.5840175800,19399118,299817360.6600,1,4.423880,1,-8.850100,22.544826,2.260887,0.823199,9.370725,0
2012-07-04,sz.000860,23.1965866800,23.9051145600,23.1041700000,23.5816561800,23.3198089200,7631354,116785573.7600,1,1.740295,1,1.122900,22.797972,2.286273,0.832442,9.475945,0
2012-07-05,sz.000860,23.3968228200,23.4738367200,22.5650727000,22.6420866000,23.5816561800,7188183,106519989.7400,1,1.639232,1,-3.984300,21.889627,2.195180,0.799275,9.098393,0
2012-07-06,sz.000860,22.7345032800,23.8281006600,22.4264476800,23.7356839800,22.6420866000,10323960,155660391.4200,1,2.354332,1,4.829900,22.946881,2.301206,0.837879,9.537839,0
2012-07-09,sz.000860,23.5662534000,24.1361562600,22.7961144000,22.8731283000,23.7356839800,6401802,97681683.3500,1,1.459902,1,-3.634000,22.112990,2.217580,0.807431,9.191233,0
2012-07-10,sz.000860,22.7499060600,23.4122256000,22.5188643600,22.9501422000,22.8731283000,4110079,61467209.7900,1,0.937285,1,0.336700,22.187445,2.225047,0.810149,9.222180,0
2012-07-11,sz.000860,22.8115171800,23.4738367200,22.2108087600,23.3814200400,22.9501422000,5675055,83915780.5400,1,1.294170,1,1.879200,22.604390,2.266860,0.825373,9.395483,0
2012-07-12,sz.000860,23.1657811200,25.6918370400,23.0733644400,24.3671979600,23.3814200400,14696034,233167755.7200,1,3.351363,1,4.216100,23.557408,2.362432,0.860172,9.791603,0
2012-07-13,sz.000860,24.0591423600,25.2451564200,23.8897117800,24.8446841400,24.3671979600,9489661,151542746.7700,1,2.164074,1,1.959500,24.019026,2.408725,0.877027,9.983474,0
2012-07-16,sz.000860,24.8600869200,25.5686148000,24.1823646000,24.2593785000,24.8446841400,8772124,141981219.9300,1,2.000443,1,-2.355900,23.453171,2.351979,0.856366,9.748278,0
2012-07-17,sz.000860,24.0591423600,24.2131701600,23.4122256000,23.7356839800,24.2593785000,6461700,99184406.0100,1,1.473561,1,-2.158700,22.946881,2.301206,0.837879,9.537839,0
2012-07-18,sz.000860,23.6740728600,23.9821284600,22.7499060600,23.5816561800,23.7356839800,5841512,88243655.6100,1,1.332130,1,-0.648900,22.797972,2.286273,0.832442,9.475945,0
2012-07-19,sz.000860,23.3968228200,24.1207534800,23.2273922400,23.7356839800,23.5816561800,4572870,70610586.3600,1,1.042822,1,0.653200,22.946881,2.301206,0.837879,9.537839,0
2012-07-20,sz.000860,23.8126978800,24.8600869200,23.8126978800,24.2901840600,23.7356839800,7120262,112597531.1900,1,1.623743,1,2.336100,23.482953,2.354966,0.857453,9.760657,0
2012-07-23,sz.000860,23.7356839800,24.3363924000,23.2273922400,23.6278645200,24.2901840600,4493646,69406163.4600,1,1.024755,1,-2.726700,22.842644,2.290753,0.834073,9.494513,0
2012-07-24,sz.000860,23.3352117000,23.9975312400,23.3352117000,23.6432673000,23.6278645200,2747141,42189973.9900,1,0.626473,1,0.065200,22.857535,2.292246,0.834617,9.500702,0
2012-07-25,sz.000860,23.5816561800,23.8435034400,22.9501422000,23.0733644400,23.6432673000,4217356,63824386.0000,1,0.961749,1,-2.410400,22.306572,2.236993,0.814499,9.271695,0
2012-07-26,sz.000860,23.1041700000,23.3044061400,22.6266838200,22.6728921600,23.0733644400,3120487,46468376.6600,1,0.711613,1,-1.735600,21.919408,2.198167,0.800362,9.110771,0
2012-07-27,sz.000860,22.7191005000,22.8731283000,22.4880588000,22.7191005000,22.6728921600,2517776,37046272.9900,1,0.574167,1,0.203800,21.964081,2.202647,0.801993,9.129339,0
2012-07-30,sz.000860,22.6728921600,22.9039338600,22.2262115400,22.4110449000,22.7191005000,2276129,33240233.0800,1,0.519061,1,-1.355900,21.666263,2.172781,0.791119,9.005552,0
