date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,peTTM,pbMRQ,psTTM,pcfNcfTTM,isST
2012-06-11,sz.002410,95.5811047200,101.4261436800,95.4129021600,101.0897385600,96.6744213600,1845679,43815145.1700,1,1.872509,1,4.567200,34.565670,5.036781,12.971017,125.251790,0
2012-06-12,sz.002410,100.4169283200,102.7297135200,98.9031052800,101.5943462400,101.0897385600,869247,20964599.3200,1,0.881883,1,0.499200,34.738211,5.061923,13.035764,125.877007,0
2012-06-13,sz.002410,101.3420424000,102.9820173600,100.5010296000,102.1830552000,101.5943462400,887300,21451708.7400,1,0.900199,1,0.579500,34.939508,5.091256,13.111303,126.606427,0
2012-06-14,sz.002410,101.9728020000,105.0004480800,101.2579411200,103.4445744000,102.1830552000,1235876,30475202.5800,1,1.253842,1,1.234600,35.370860,5.154111,13.273171,128.169469,0
2012-06-15,sz.002410,103.2343212000,105.0845493600,99.8702700000,101.5943462400,103.4445744000,991009,24028201.0000,1,1.005415,1,-1.788600,34.738211,5.061923,13.035764,125.877007,0
2012-06-18,sz.002410,102.9399667200,102.9399667200,100.2487257600,102.1410045600,101.5943462400,843036,20285561.6500,1,0.855291,1,0.538100,34.925130,5.089160,13.105907,126.554326,0
2012-06-19,sz.002410,101.7625488000,102.6876628800,98.8610546400,100.9215360000,102.1410045600,1391097,33254231.2500,1,1.411319,1,-1.193900,34.508156,5.028401,12.949435,125.043385,0
2012-06-20,sz.002410,99.8282193600,102.1830552000,99.8282193600,101.1317892000,100.9215360000,632021,15186359.2200,1,0.641209,1,0.208300,34.580048,5.038876,12.976413,125.303892,0
2012-06-21,sz.002410,100.8794853600,102.6035616000,100.1225738400,100.8794853600,101.1317892000,809720,19468432.7100,1,0.821491,1,-0.249500,34.493778,5.026305,12.944039,124.991283,0
2012-06-25,sz.002410,100.8794853600,105.1686506400,98.4405482400,99.3236116800,100.8794853600,1903492,46225845.6900,1,1.931163,1,-1.542300,33.961777,4.948784,12.744402,123.063531,0
2012-06-26,sz.002410,98.4405482400,101.8887007200,98.2723456800,99.8702700000,99.3236116800,935923,22203505.6400,1,0.949528,1,0.550400,34.148696,4.976021,12.814545,123.740849,0
2012-06-27,sz.002410,99.6600168000,104.2435365600,99.6600168000,102.6456122400,99.8702700000,1457101,35604691.7700,1,1.478283,1,2.778900,35.097670,5.114302,13.170654,127.179543,0
2012-06-28,sz.002410,103.8650808000,104.4537897600,101.5943462400,103.0240680000,102.6456122400,777309,18981770.4500,1,0.788609,1,0.368700,35.227076,5.133159,13.219215,127.648455,0
2012-06-29,sz.002410,102.1830552000,103.8650808000,99.6600168000,103.1922705600,103.0240680000,740705,17989417.5600,1,0.751473,1,0.163300,35.284590,5.141540,13.240797,127.856861,0
2012-07-02,sz.002410,103.1922705600,108.8270563200,103.1922705600,107.1870813600,103.1922705600,1538565,38802442.6600,1,1.560931,1,3.871200,36.650538,5.340580,13.753379,132.806495,0
2012-07-03,sz.002410,107.9860435200,109.6680691200,96.4641681600,96.4641681600,107.1870813600,4990284,120300706.1300,1,5.062827,1,-10.003900,32.984046,4.806313,12.377501,119.520635,0
