date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,peTTM,pbMRQ,psTTM,pcfNcfTTM,isST
2012-06-11,sh.601669,4.4700000000,4.5600000000,4.4400000000,4.5300000000,4.4600000000,31428295,141694720.0000,1,1.047610,1,1.569500,11.858693,1.552749,0.372068,2.736219,0
2012-06-12,sh.601669,4.4900000000,4.6200000000,4.4900000000,4.5500000000,4.5300000000,54365299,248635702.0000,1,1.812177,1,0.441500,11.911049,1.559604,0.373711,2.748300,0
2012-06-13,sh.601669,4.5500000000,4.6200000000,4.5400000000,4.6000000000,4.5500000000,49040896,224860449.0000,1,1.634697,1,1.098900,12.041940,1.576743,0.377817,2.778501,0
2012-06-14,sh.601669,4.5900000000,4.6000000000,4.4200000000,4.4700000000,4.6000000000,84412960,378068140.0000,1,2.813765,1,-2.826100,11.701624,1.532182,0.367140,2.699978,0
2012-06-15,sh.601669,4.4700000000,4.5000000000,4.4100000000,4.4900000000,4.4700000000,37059259,165284695.0000,1,1.235309,1,0.447400,11.753980,1.539038,0.368783,2.712058,0
2012-06-18,sh.601669,4.5100000000,4.5400000000,4.4700000000,4.5100000000,4.4900000000,34116625,153756417.0000,1,1.137221,1,0.445400,11.806336,1.545893,0.370425,2.724139,0
2012-06-19,sh.601669,4.5000000000,4.5000000000,4.4000000000,4.4200000000,4.5100000000,38213330,169690646.0000,1,1.273778,1,-1.995600,11.570733,1.515044,0.363033,2.669777,0
2012-06-20,sh.601669,4.4300000000,4.5000000000,4.4100000000,4.4200000000,4.4200000000,28534797,126996742.0000,1,0.951160,1,0.000000,11.570733,1.515044,0.363033,2.669777,0
2012-06-21,sh.601669,4.4000000000,4.4200000000,4.2400000000,4.3400000000,4.4200000000,41160304,177949565.0000,1,1.372010,1,-1.810000,11.361308,1.487622,0.356463,2.621455,0
2012-06-25,sh.601669,4.3400000000,4.3900000000,4.2600000000,4.3400000000,4.3400000000,39384563,171031810.0000,1,1.312819,1,0.000000,11.361308,1.487622,0.356463,2.621455,0
2012-06-26,sh.601669,4.3200000000,4.4300000000,4.3000000000,4.4000000000,4.3400000000,25859370,113138013.0000,1,0.861979,1,1.382500,11.518377,1.508189,0.361391,2.657696,0
2012-06-27,sh.601669,4.4100000000,4.4300000000,4.3800000000,4.4200000000,4.4000000000,36064938,159121775.0000,1,1.202165,1,0.454500,11.570733,1.515044,0.363033,2.669777,0
2012-06-28,sh.601669,4.4300000000,4.4400000000,4.3700000000,4.3700000000,4.4200000000,34882783,153714252.0000,1,1.162759,1,-1.131200,11.439843,1.497905,0.358927,2.639576,0
2012-06-29,sh.601669,4.3600000000,4.4600000000,4.3500000000,4.3700000000,4.3700000000,64181356,283266097.0000,1,2.139379,1,0.000000,11.439843,1.497905,0.358927,2.639576,0
